"Insect_Species","Rank","ASV_ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Mean_Abundance_Percent"
"Omorgus sp.",18,"a0901407705992dc213ac509ede97d47","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_725029",NA,NA,1.4789
"Omorgus sp.",19,"cb2521024d70e8938204d167ae4a3df2","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Kineosporiaceae",NA,NA,1.3368
"Omorgus sp.",20,"5815b9eb88c746a9dd1215ce68f71e44","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermatophilaceae","Ornithinicoccus_A_390035","Ornithinicoccus_A_390035 hortensis",1.3272
"Omorgus sp.",21,"fe936eed1cdd9f3cef3c0ae39ee9689c","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Skermania","Skermania piniformis",1.2613
"Omorgus sp.",22,"c22b16cc6108c04f29fea3b6d4c81571","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales_A_660879","Moraxellaceae","Acinetobacter",NA,1.2573
"Omorgus sp.",23,"4b7513b05f0279658a6301b90ae4d5ee","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermatophilaceae",NA,NA,1.2422
"Omorgus sp.",24,"7ef8974e83732c8bd56cdb8a3cdc1523","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Antricoccaceae","Cumulibacter_372626","Cumulibacter sp900292035",1.2375
"Omorgus sp.",25,"6de39b8a8b563c6f45f1adb5cdfa92c3","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Pseudonocardiaceae","Pseudonocardia",NA,1.2181
"Omorgus sp.",26,"d35c9206cf6fc04a9d536a2a5e06ad1a","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermatophilaceae","Phycicoccus_A_390311",NA,1.0048
"Omorgus sp.",27,"ae3938b2dcb171f848bb3e67363216e5","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermatophilaceae",NA,NA,0.9738
"Omorgus sp.",28,"cff60bed359051dd65fe850fd0bd07e1","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Rhodococcus_376336",NA,0.9508
"Omorgus sp.",29,"0ccefb507e9ce833eee090595012bd08","d__Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales",NA,NA,NA,0.9345
"Omorgus sp.",30,"7ce5d9fc6c941d7b880ae3b41176bc43","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Gordonia_B_376796",NA,0.9318
"Omorgus sp.",31,"ab45ec3432254f990e29849ab488bb00","d__Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae",NA,NA,0.8921
"Omorgus sp.",32,"84856d06af57e0721491a8680ab6226d","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Antricoccaceae",NA,NA,0.8899
"Omorgus sp.",33,"37b47e247150c330ef350d45bf236dfb","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermatophilaceae",NA,NA,0.8835
"Omorgus sp.",34,"8809c514d7674caa140e06ea47a5be41","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermatophilaceae",NA,NA,0.8797
"Omorgus sp.",35,"bc6c345a2feb70d3210ba7f89530c5b0","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Salinicoccaceae","Jeotgalicoccus_A_310962",NA,0.8277
"Omorgus sp.",36,"d12fa38dcafa4b438b14e45008e41f1a","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Savagea","Savagea faecisuis",0.7334
"Omorgus sp.",37,"afee27e7fba5f8add5d2f2942861f470","d__Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Marmoricola_A_392027",NA,0.7265
"Omorgus sp.",38,"5e666a3e200bd35b7dd3c22d6bfc15a4","d__Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales",NA,NA,NA,0.7114
"Omorgus sp.",39,"171972b080255260c9263c8ea1265bd2","d__Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae",NA,NA,0.7067
"Omorgus sp.",40,"222389d86c2ba6c89ce02d001ce450a8","d__Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae",NA,NA,0.6968
"Omorgus sp.",41,"bcf1a3b8ef114aebb821dcf53a4ed12e","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Beutenbergiaceae","Pseudactinotalea",NA,0.6727
"Omorgus sp.",42,"a443e786f67086749ef29ce0ab494c9e","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae","Enterococcus_A",NA,0.6587
"Omorgus sp.",43,"f5a804d142e6d51705b5e75147cfdaf8","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium stationis",0.6499
"Omorgus sp.",44,"30b2ce36b4eafd100528e71161aaf4e7","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Antricoccaceae",NA,NA,0.6451
"Omorgus sp.",45,"569653b1659271a290facfcedd0de061","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae","Enterococcus_D",NA,0.6403
"Omorgus sp.",46,"7b46269976203c4b677141e236344faf","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Clostridiales","Clostridiaceae_222000","Clostridium_T","Clostridium_T cagae",0.6115
"Omorgus sp.",47,"c4f3eed4df162d908091f66e0405ad6c","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Glutamicibacter",NA,0.6053
"Omorgus sp.",48,"30fcfa0bb9f0d20b7557950b6f045fab","d__Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales",NA,NA,NA,0.5982
"Omorgus sp.",49,"05b18ec772b1068d4e5af85a64eaed0f","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermabacteraceae","Brachybacterium",NA,0.5941
"Omorgus sp.",50,"4f44d2d4dd99d31c6efaa09f20932017","d__Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides_A_392796",NA,0.5649
"Harpalus pensylvanicus/texanus",1,"3481fa43fe5fba6aecdc7f9aae6ed9c0","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_729055",NA,NA,45.1537
"Harpalus pensylvanicus/texanus",2,"945184b6386c192c0066e0a98a154780","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_725029",NA,NA,32.1429
"Harpalus pensylvanicus/texanus",3,"119b70614392764602bb20f8bbe8f960","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866",NA,NA,NA,8.1138
"Harpalus pensylvanicus/texanus",4,"cc761daf51f27c423da57f3f1f0ff5cc","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_680892","Pantoea_680069",NA,4.5002
"Harpalus pensylvanicus/texanus",5,"5673ae66819e3bdbbc09461e4959159e","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_680892",NA,NA,2.0263
"Harpalus pensylvanicus/texanus",6,"569653b1659271a290facfcedd0de061","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae","Enterococcus_D",NA,0.9456
"Harpalus pensylvanicus/texanus",7,"8cb4ccd83cb9625c4d095d86751ca598","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA,0.9372
"Harpalus pensylvanicus/texanus",8,"ab530a2ac42796a94172e3cb293c4af4","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Williamsia_A","Williamsia_A phyllosphaerae",0.6163
"Harpalus pensylvanicus/texanus",9,"26b4b526e1e97e0a1322abc26264cfea","d__Bacteria","Actinomycetota","Actinomycetes","Streptomycetales_400645","Streptomycetaceae_400641","Streptomyces_400150",NA,0.5657
"Harpalus pensylvanicus/texanus",10,"120eba657e42a11a5c29f97b90f02035","d__Bacteria","Actinomycetota","Actinomycetes","Streptomycetales_400645","Streptomycetaceae_400641","Streptomyces_400150",NA,0.5319
"Harpalus pensylvanicus/texanus",11,"9908fffab7ed4f3bec44cda2f5084d49","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae",NA,NA,0.515
"Harpalus pensylvanicus/texanus",12,"c2a787cf867ebfdce216002bcc8a94e1","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales_505101","Rhizobiaceae",NA,NA,0.3631
"Harpalus pensylvanicus/texanus",13,"6a7a6fed3a850c6bab631c438c0556c4","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Glutamicibacter",NA,0.3377
"Harpalus pensylvanicus/texanus",14,"e1c7d97fe13e9127d225d76a1feb8c78","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales_505101","Rhizobiaceae",NA,NA,0.3377
"Harpalus pensylvanicus/texanus",15,"737c098d1007948d40e6cbaf904b72d9","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B","Vagococcus_B fluvialis",0.2871
"Harpalus pensylvanicus/texanus",16,"5ce092433a795bec9de3caacc3ffd305","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA,0.228
"Harpalus pensylvanicus/texanus",17,"fe416c72555516ceb55c78ab742fef48","d__Bacteria","Actinomycetota","Actinomycetes","Streptomycetales_400645","Streptomycetaceae_400641","Streptomyces_400150",NA,0.2111
"Harpalus pensylvanicus/texanus",18,"497a26126c9e726c768bdec79e8c4e9b","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Microbacteriaceae","Curtobacterium",NA,0.2111
"Harpalus pensylvanicus/texanus",19,"e21fb955dbe29fce7c21ae30fd52ae88","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA,0.1604
"Harpalus pensylvanicus/texanus",20,"31f71ce5b3e181687916a3ce57c0e880","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Dietzia","Dietzia lutea",0.1435
"Harpalus pensylvanicus/texanus",21,"29daaf94c6c9c41e5044aa321d18a306","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus casei",0.1351
"Harpalus pensylvanicus/texanus",22,"acccab8e28b5e2cfc41fb8ae64cbf978","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_A","Vagococcus_A lutrae",0.1351
"Harpalus pensylvanicus/texanus",23,"c06ccd1f7d57566ef669942328b1a946","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales_A_650611","Pseudomonadaceae",NA,NA,0.1266
"Harpalus pensylvanicus/texanus",24,"04edaa963304c466674c30f9f9bb087e","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Peptostreptococcales","Peptostreptococcaceae_256921",NA,NA,0.1182
"Harpalus pensylvanicus/texanus",25,"8db4678b0c8d6f6c4b009073b225a987","d__Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","70-9","VAYN01","VAYN01 sp005885405",0.1182
"Harpalus pensylvanicus/texanus",26,"21610dcbd05af4529071c39e2997cf17","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Metalysinibacillus",NA,0.0929
"Harpalus pensylvanicus/texanus",27,"190a049caad3a0453339204032c4e5e4","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales_A","Anaplasmataceae_550576","Wolbachia","Wolbachia pipientis_A_550493",0.0929
"Harpalus pensylvanicus/texanus",28,"a0e409c85f36e4a31ba22ff033860aa2","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales_505101","Beijerinckiaceae","Bosea",NA,0.0844
"Harpalus pensylvanicus/texanus",29,"8036f66f7d23dfe73c2227eb7d310e84","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_A_595425","Zeimonas",NA,0.076
"Harpalus pensylvanicus/texanus",30,"31ffb0b0fc1f8adf315ccce1c274dc07","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus","Amaricoccus macauensis",0.076
"Harpalus pensylvanicus/texanus",31,"e0f50c5adf537a0a3a63e61720b38ed5","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales_505101","Beijerinckiaceae","Methylobacterium",NA,0.0675
"Harpalus pensylvanicus/texanus",32,"1368aca6d12ec4a9bbf16a2ff67104e1","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Kocuria",NA,0.0591
"Harpalus pensylvanicus/texanus",33,"a7da93a9744a7863292bcf97d47b6a10","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Dermatophilaceae",NA,NA,0.0591
"Harpalus pensylvanicus/texanus",34,"bdeb9bce01148846a7a442dac9048360","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Gordonia_B_376796",NA,0.0591
"Harpalus pensylvanicus/texanus",35,"84856d06af57e0721491a8680ab6226d","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Antricoccaceae",NA,NA,0.0591
"Harpalus pensylvanicus/texanus",36,"922d33a2963d3e87a3d4df6b82371235","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,0.0507
"Harpalus pensylvanicus/texanus",37,"d6efd2da2728fd74ded268122ee05036","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae_486827","Sphingomonas_L_486704",NA,0.0507
"Harpalus pensylvanicus/texanus",38,"df031cac71bcde495c611bd4fac2b75a","d__Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Brevibacteriaceae","Brevibacterium","Brevibacterium senegalense",0.0422
"Harpalus pensylvanicus/texanus",39,"81fb0052249f55f81a453b20eb25ddaf","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_726016",NA,NA,0.0422
"Harpalus pensylvanicus/texanus",40,"9580aa8a52ec18a4e92e701cdb595faa","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Clostridiales","Clostridiaceae_222000",NA,NA,0.0338
"Harpalus pensylvanicus/texanus",41,"f5a804d142e6d51705b5e75147cfdaf8","d__Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium stationis",0.0253
"Harpalus pensylvanicus/texanus",42,"50af92111d1cc3dd9110795e6d4c9ab4","d__Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",NA,NA,0.0253
"Harpalus pensylvanicus/texanus",43,"04ecfad5772d2e09a84a0f5ef460536c","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales_505101","Beijerinckiaceae","Methylobacterium",NA,0.0253
"Harpalus pensylvanicus/texanus",44,"d15bc449222795a9ff230013aa633686","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales_A_660879","Moraxellaceae","Acinetobacter",NA,0.0169
"Oiceoptoma inaequale",1,"e8c4470cea2d0aad86e0fbaa03d2f750","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,31.0094
"Oiceoptoma inaequale",2,"945184b6386c192c0066e0a98a154780","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_725029",NA,NA,11.4155
"Oiceoptoma inaequale",3,"acccab8e28b5e2cfc41fb8ae64cbf978","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_A","Vagococcus_A lutrae",8.5588
"Oiceoptoma inaequale",4,"04edaa963304c466674c30f9f9bb087e","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Peptostreptococcales","Peptostreptococcaceae_256921",NA,NA,6.7814
"Oiceoptoma inaequale",5,"d353d8f820161b7962514034d5d61ec6","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Peptoniphilaceae","Miniphocaeibacter",NA,3.2855
"Oiceoptoma inaequale",6,"588940e0d8aa3304b2e40c4f46195ce6","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Tissierellaceae",NA,NA,3.2365
"Oiceoptoma inaequale",7,"7b46269976203c4b677141e236344faf","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Clostridiales","Clostridiaceae_222000","Clostridium_T","Clostridium_T cagae",2.5316
"Oiceoptoma inaequale",8,"737c098d1007948d40e6cbaf904b72d9","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B","Vagococcus_B fluvialis",2.4613
"Oiceoptoma inaequale",9,"556864a5da3a811b67be9fc73488e926","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae",NA,NA,2.0016
"Oiceoptoma inaequale",10,"b4bb370a59f2637d406ccc0f5a1b2a1e","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334","Morganella",NA,1.9419
"Oiceoptoma inaequale",11,"284a4bc3e5648177e0d3e530cf5bb7d8","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Tissierellaceae",NA,NA,1.8214
"Oiceoptoma inaequale",12,"f17aa6c7d60aa9f234c8ad6f97c17d47","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,1.8033
"Oiceoptoma inaequale",13,"107273e73071282e4d0f4a0b46548da5","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Aeromonadaceae","Aeromonas",NA,1.6629
"Oiceoptoma inaequale",14,"1cd3a0df54ca4d5b91902df27212fca5","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,1.5619
"Oiceoptoma inaequale",15,"11f0558dca37009cbf1a6083b0b658e5","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334",NA,NA,1.4882
"Oiceoptoma inaequale",16,"60b28cebb146d4a3166c1a9ba0dc2fc6","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Peptoniphilaceae","Peptoniphilus_B_226807","Peptoniphilus_B_226807 stercorisuis",1.3721
"Oiceoptoma inaequale",17,"e777844f5171124c62482cdcfad40930","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732679","Gilliamella","Gilliamella apicola_A",1.1177
"Oiceoptoma inaequale",18,"1ceb2379fdc16d3bf512df6760eeef7a","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Peptostreptococcales","Peptostreptococcaceae_256921","Peptostreptococcus","Peptostreptococcus russellii_A",1.0715
"Oiceoptoma inaequale",19,"71a18105dc01461e038f756e4cf42511","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae","Lactonifactor",NA,1.0691
"Oiceoptoma inaequale",20,"3073690a8233475dcf5f6d739def1bb5","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Savagea","Savagea sp009740415",0.972
"Oiceoptoma inaequale",21,"1261d491facd8509f0e41566cee612cf","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Tissierellaceae","Tissierella_A","Tissierella_A creatinophila",0.8557
"Oiceoptoma inaequale",22,"6be32a9c8fde6faaaecad487f9133ebb","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria",NA,0.7733
"Oiceoptoma inaequale",23,"d51b019257a1e1ab7e78d7830b87926f","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Tissierellaceae",NA,NA,0.7228
"Oiceoptoma inaequale",24,"b5a4ea490d99c5b7bfdd41b5d45c3906","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Peptoniphilaceae","Citroniella","Citroniella saccharovorans",0.7196
"Oiceoptoma inaequale",25,"63afe8e6aac58bf0d670a82ca5bc574c","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_729055",NA,NA,0.6913
"Oiceoptoma inaequale",26,"953ec817616f23171de7ec502793806c","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Sporosarcina",NA,0.6232
"Oiceoptoma inaequale",27,"38eaa8f3d127290bf06b9a82171c37c0","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334","Proteus",NA,0.5472
"Oiceoptoma inaequale",28,"d758514a21e2eede34397feb57e0fe75","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Wohlfahrtiimonas",NA,0.4794
"Oiceoptoma inaequale",29,"720bbb0411edd2b97a8cc3d66e3b47e0","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.4609
"Oiceoptoma inaequale",30,"5214613c91755d00030b7e498d54bc6d","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866",NA,NA,NA,0.3387
"Oiceoptoma inaequale",31,"53ae67ddcbf678181fab8d552e8dc627","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Tissierellaceae",NA,NA,0.3289
"Oiceoptoma inaequale",32,"e6835aaeb00e6f3e0e1d9ddbea47879e","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides_B_862066","Parabacteroides_B_862066 gordonii",0.287
"Oiceoptoma inaequale",33,"6a05cb78b24c21f8da08940d2ccf7b99","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas",NA,0.283
"Oiceoptoma inaequale",34,"28d7941cd715d10eff3f680db6297bc2","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae",NA,NA,0.2738
"Oiceoptoma inaequale",35,"c2d798025bb5abf7fe175ee6c89f119b","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B","Vagococcus_B fluvialis",0.2445
"Oiceoptoma inaequale",36,"df4c03a471633d76e7e2f5beb8a78af7","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Sporosarcina",NA,0.2273
"Oiceoptoma inaequale",37,"4120f78e3d25b64dfc2df8c9e795391b","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334","Morganella",NA,0.202
"Oiceoptoma inaequale",38,"f7a386451c2bffd441e78034d14ea0e0","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Tissierellaceae",NA,NA,0.188
"Oiceoptoma inaequale",39,"feb43bd166d4c14b49ebc8371eac1faa","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Christensenellales","Christensenellaceae","Christensenella",NA,0.1727
"Oiceoptoma inaequale",40,"029a7e836183a7316780139d9fff9ecf","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Oscillospirales","Acutalibacteraceae",NA,NA,0.1697
"Oiceoptoma inaequale",41,"89b5eefac504f573a7ef58932dc9617c","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Tissierellaceae",NA,NA,0.1613
"Oiceoptoma inaequale",42,"afeb5f537f01e0ae2197638255f15282","d__Bacteria","Bacillota_I","Bacilli_A","Erysipelotrichales","Erysipelotrichaceae","Breznakia","Breznakia pachnodae",0.1613
"Oiceoptoma inaequale",43,"639f81ad3ffa21871747f7b1887767ea","d__Bacteria","Desulfobacterota_G_459543","Desulfovibrionia","Desulfovibrionales",NA,NA,NA,0.1563
"Oiceoptoma inaequale",44,"d46e2205f0c6ecf67b51f83d111c509c","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_725029","Escherichia",NA,0.1545
"Oiceoptoma inaequale",45,"edc84ea9f8f1d2d32a03798797d50c5c","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Tissierellaceae",NA,NA,0.1508
"Oiceoptoma inaequale",46,"d4bf14e894629be2f637773608db6866","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732679",NA,NA,0.1487
"Oiceoptoma inaequale",47,"4d72007c70f4abc0bf9e8fe8b826d07d","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_725029",NA,NA,0.1316
"Oiceoptoma inaequale",48,"c905e4a7c137630546bd4306e2cd16f6","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas",NA,0.1265
"Oiceoptoma inaequale",49,"5c90c1871672ce1632be5add2ece9f01","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Savagea","Savagea faecisuis",0.1215
"Oiceoptoma inaequale",50,"b95cb04e545fbdec4dc18a3e1f1ff232","d__Bacteria","Desulfobacterota_G_459543","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Frigididesulfovibrio_A_446422","Frigididesulfovibrio cuneatus",0.1185
"Phormia regina",1,"e20080c3550b1318bbb29e84d651c014","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,17.1471
"Phormia regina",2,"190a049caad3a0453339204032c4e5e4","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales_A","Anaplasmataceae_550576","Wolbachia","Wolbachia pipientis_A_550493",16.5716
"Phormia regina",3,"9908fffab7ed4f3bec44cda2f5084d49","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae",NA,NA,12.1829
"Phormia regina",4,"d114fb4c335125128be28401522dd41a","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Streptococcaceae","Lactococcus_A_346120",NA,9.0992
"Phormia regina",5,"e6484c19c680bde0ffa16f2a1a5d36ea","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334","Moellerella","Moellerella wisconsensis",8.9125
"Phormia regina",6,"b3d2cc3b9f0184830bec2ef73bcc6166","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Streptococcaceae","Lactococcus_A_343473",NA,3.6335
"Phormia regina",7,"f212ad3759f4319aaa51f9a2dc5be324","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae",NA,NA,3.3798
"Phormia regina",8,"63afe8e6aac58bf0d670a82ca5bc574c","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_729055",NA,NA,3.259
"Phormia regina",9,"6ba43acb03ae795b3e7e31f2be946006","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Lactobacillaceae","Leuconostoc_B",NA,3.2238
"Phormia regina",10,"e8496fd359afa9479908aeaeb31e7ec0","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866",NA,NA,NA,2.9397
