"ec","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","description"
"2.7.1.55",0,0,0,0,105,128,64,0,0,0,9.43,140.71,42.57,24,1.43,0,0,0,76.8,0,29.597,"Allose kinase"
"2.4.1.342",0,316,118,2,0,10,0,0,0,28,0,0,51.17,28,2,8.5,0,7,21,0,29.5835,"Alpha-maltose-1-phosphate synthase"
"4.1.1.75",0,0,13,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,29.5,"5-guanidino-2-oxopentanoate decarboxylase"
"4.2.2.20",0,0,1.8,0,260,156,0,0,0.8,0,3,1.4,34.8,0,32,0,0,100,0,0,29.49,"Chondroitin-sulfate-ABC endolyase"
"4.2.2.21",0,0,1.8,0,260,156,0,0,0.8,0,3,1.4,34.8,0,32,0,0,100,0,0,29.49,"Chondroitin-sulfate-ABC exolyase"
"1.1.1.412",0,316,122,0,0,12,0,0,0,28,0,5,0,37,21,0,47,0,0,0,29.4,"2-alkyl-3-oxoalkanoate reductase"
"1.1.1.11",40.29,0,0,15,0,177,132,149,10.14,0,0,35.86,0,24,0,0,0,0,0,0,29.1645,"D-arabinitol 4-dehydrogenase"
"2.6.1.96",0,0,71,3,0,0,23,0,0,0,11,0,0,0,114,0,334,25,0,0,29.05,"4-aminobutyrate--pyruvate transaminase"
"4.1.2.42",40.29,0,15.6,1.4,0,128,23,149,10.14,0,0,142.86,11,0,45,0,9.2,0,0,0,28.7745,"D-threonine aldolase"
"1.3.99.38",0,316,94.33,2,0,14,0,0,0,28,0,0,51.17,38.67,2,8.5,13,7,0,0,28.7335,"Menaquinone-9-beta-reductase"
"1.8.1.14",1.38,30.88,4,0,0,0,0,63,0,0,6.4,227.78,124.4,1.5,0,9.25,86.88,5.12,3.25,0,28.192,"CoA-disulfide reductase"
"1.1.1.403",0,0,45.33,45.5,0,0,0,0,0,0,0,0,0,0,78.5,102,267.67,7,0,0,27.3,"D-threitol dehydrogenase (NAD(+))"
"2.1.1.302",0,0,45.33,45.5,0,0,0,0,0,0,0,0,0,0,78.5,102,267.67,7,0,0,27.3,"3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase"
"5.5.1.19",40.29,0,68.33,2,0,130,0,0,10.14,0,0,142.86,50,58.67,0,4,29,7,0,0,27.1145,"Lycopene beta-cyclase"
"2.4.1.289",0,316,75.33,2,0,12,0,0,0,28,0,0,44.17,34.67,0,8.5,13,7,0,0,27.0335,"N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase"
"2.7.8.39",0,0,7.14,0,105,17,64,0,0,0,9.86,160.28,39.14,124,3.43,0,0,0,1,0,26.5425,"Archaetidylinositol phosphate synthase"
"3.5.3.18",0,0,18.33,16.5,0,61,64,0,8,18,25,74.5,0,24,33.5,21,158.67,7,0,0,26.475,"Dimethylargininase"
"4.1.1.64",0,316,10,0,0,12,0,149,0,28,5,0,0,0,0,0,9,0,0,0,26.45,"2,2-dialkylglycine decarboxylase (pyruvate)"
"2.7.1.190",0,0,14.42,0,0,0,0,0,0,0,11,13.28,12.72,0,120.58,4.14,319.14,33.39,0,0,26.4335,"Aminoglycoside 2''-phosphotransferase"
"3.2.1.15",80.58,0,0,15,0,128,97,0,20.28,0,0,151.72,11,24,0,0,0,0,0,0,26.379,"Endo-polygalacturonase"
"4.2.2.6",0,0,7.14,0,0,17,163,0,0,0,1.43,180.57,7.57,148,2,0,0,0,0,0,26.3355,"Oligogalacturonide lyase"
"2.1.1.294",0,110,21,3,0,0,0,173,0,0,0,141,31.5,0,0,0,0,0,46,0,26.275,"3-phospho-methyltransferase"
"2.7.1.181",0,110,21,3,0,0,0,173,0,0,0,141,31.5,0,0,0,0,0,46,0,26.275,"Polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol kinase"
"4.4.1.23",0,0,44.5,0,0,4,0,0,0,0,11,0,0,0,114,0,313,32,0,0,25.925,"2-hydroxypropyl-CoM lyase"
"1.14.13.208",0,0,27.2,2.8,326,2,46,0,0,0,0,0,0,0,90,0,18.4,0,0,0,25.62,"Benzoyl-CoA 2,3-epoxidase"
"2.1.1.250",0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,454.8,0,25.54,"[Trimethylamine--corrinoid protein] Co-methyltransferase"
"2.7.7.68",0,316,78.33,2,0,12,0,0,0,28,0,0,0,34.67,2,4,26.67,7,0,0,25.5335,"Phosphoenolpyruvate guanylyltransferase"
"2.7.8.28",0,316,78.33,2,0,12,0,0,0,28,0,0,0,34.67,2,4,26.67,7,0,0,25.5335,"Phosphoenolpyruvate transferase"
"5.1.3.24",0,110,0,0,105,0,0,173,0,0,8.43,13.71,52.07,0,1.43,0,0,0,47,0,25.532,"N-acetylneuraminate epimerase"
"4.1.1.45",0,316,22.33,0,0,10,64,0,0,28,23,0,0,34.67,8,0,0,0,0,0,25.3,"Aminocarboxymuconate-semialdehyde decarboxylase"
"3.7.1.14",0,0,37.8,2,0,2,64,10,0,0,6.43,72.57,7.57,169.34,62.33,20.33,20,31.33,0,0,25.285,"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase"
"4.1.1.39",0,0,38,0,9,4,0,298,0,0,0,0,0,48,22.33,2.33,54,24.44,0,0,25.005,"Ribulose-bisphosphate carboxylase"
"1.7.3.3",0,316,86.5,2,0,12,0,0,0,28,8,0,0,28,8,4,0,0,0,0,24.625,"Factor independent urate hydroxylase"
"2.7.1.206",0,0,0,0,210,0,128,0,0,0,16.86,13.42,63.14,48,2.86,0,0,0,2,0,24.214,"Protein-N(pi)-phosphohistidine--L-sorbose phosphotransferase"
"6.4.1.5",0,0,203.86,2.8,0,47,0,0,17,0,0,49,0,30,91,1,42.4,0,0,0,24.203,"Geranoyl-CoA carboxylase"
"4.3.1.27",40.29,0,33,3.67,9.43,128,23,0,10.14,0,1.33,142.86,11,0,15,0,61,2,1,0,24.086,"Threo-3-hydroxy-D-aspartate ammonia-lyase"
"1.2.1.28",0,0,11.6,1.4,0,2,64,149,0,0,0,118,0,24,51.33,2.33,29.2,24.33,0,0,23.8595,"Benzaldehyde dehydrogenase (NAD(+))"
"1.14.13.236",0,316,0,0,0,10,0,0,0,28,0,0,0,0,28.66,4.66,40,48.66,0,0,23.799,"Toluene 4-monooxygenase"
"5.1.1.22",0,0,10,0,0,2,0,0,0,0,11,0,0,0,114,0,313,25,0,0,23.75,"4-hydroxyproline betaine 2-epimerase"
"1.5.3.19",0,0,10,0,0,0,0,0,0,0,11,0,0,0,114,0,313,25,0,0,23.65,"4-methylaminobutanoate oxidase (formaldehyde-forming)"
"2.6.1.30",0,0,10,0,0,0,0,0,0,0,11,0,0,0,114,0,313,25,0,0,23.65,"Pyridoxamine--pyruvate transaminase"
"3.11.1.2",0,0,10,0,0,0,0,0,0,0,11,0,0,0,114,0,313,25,0,0,23.65,"Phosphonoacetate hydrolase"
"1.1.1.313",0,0,13,0,0,0,138.75,0,8.5,0,0,0,0,48,0,0.5,0,0,0,261.25,23.5,"Sulfoacetaldehyde reductase"
"1.3.1.86",0,316,37,3.67,0,12,0,0,0,28,1.33,0,0,0,9,0,61,2,0,0,23.5,"Crotonyl-CoA reductase"
"1.1.1.34",0,110,35,0,0,0,23,173,0,0,0,7,20.5,0,8,0,47,0,46,0,23.475,"Hydroxymethylglutaryl-CoA reductase (NADPH)"
"3.1.3.64",0,316,112,0,0,10,0,0,0,28,0,0,0,0,2,0,0,0,0,0,23.4,"Phosphatidylinositol-3-phosphatase"
"5.4.99.63",0,316,75,2,0,14,0,0,0,28,0,0,0,0,2,4,19,7,0,0,23.35,"Ethylmalonyl-CoA mutase"
"2.7.1.175",0,316,53,0,0,12,0,0,0,28,0,0,51.17,0,2,4.5,0,0,0,0,23.3335,"Maltokinase"
"2.7.1.184",0,0,0,0,105,17,64,0,0,0,9.43,131.42,31.57,27.71,3.43,0,0,0,76.8,0,23.318,"Sulfofructose kinase"
"6.3.2.39",0,316,53,0,0,45.5,0,0,0,28,0,0,6,0,2,1,12,0,0,0,23.175,"Aerobactin synthase"
"4.1.1.46",0,0,15.6,1.4,0,0,0,298,0,0,0,32,0,0,59.33,2.33,29.2,24.33,0,0,23.1095,"o-pyrocatechuate decarboxylase"
"3.1.1.57",0,0,15.6,1.9,0,2,23,0,1.25,0,0,32,0,0,69.75,0,300.7,14.5,0,0,23.035,"2-pyrone-4,6-dicarboxylate lactonase"
"3.7.1.5",0,0,87.5,29,0,0,0,0,0,0,0,0,44.17,4,66,106.5,122,0,0,0,22.9585,"Acylpyruvate hydrolase"
"2.6.1.98",0,0,0,0,326,0,0,0,0,0,0,0,65,0,14.33,2.33,20,24.33,0,0,22.5995,"UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase"
"1.1.1.333",0,0,88.66,20.5,0,4,0,0,0,0,0,0,88.34,69.34,22.5,17,117,21,0,0,22.417,"Decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase"
"2.3.2.17",0,29,4,0,0,0,0,63,0,0,6.4,221.4,124.4,0,0,0,0,0,0,0,22.41,"glycyltransferase"
"1.12.98.1",0,0,0,0,297,0,0,0,4,0,0,91.5,18,0,0,36,0,0,0,0,22.325,"Coenzyme F420 hydrogenase"
"2.7.13.1",0,0,15.6,1.4,0,0,23,298,0,0,0,53,0,0,45,0,9.2,0,0,0,22.26,"Protein-histidine pros-kinase"
"2.1.1.5",106,4,0,0,221,0,0,0,0,0,0,80,4,0,0,20,9,0.11,0,0,22.2055,"Betaine--homocysteine S-methyltransferase"
"2.7.10.2",0,316,5.2,0,0,12,0,0,0,28,8,29.28,12.72,0,6.58,4.14,20.14,1.28,0,0,22.167,"Non-specific protein-tyrosine kinase"
"1.14.13.84",0,316,63,2,0,12,0,0,0,28,0,0,0,0,0,0,12,0,0,0,21.65,"4-hydroxyacetophenone monooxygenase"
"1.3.8.13",0,0,0,0,105,80,0,0,0,0,17.43,131.42,31.57,3.71,11.43,0,0,50,1,0,21.578,"Crotonobetainyl-CoA reductase"
"4.2.1.90",0,0,0,0,105,128,0,149,0,0,8.43,6.71,31.57,0,1.43,0,0,0,1,0,21.557,"L-rhamnonate dehydratase"
"4.4.1.19",0,0,133,0,9.43,4,0,0,44,0,28,4.4,0,0,17.8,10,15.6,134.91,27.6,0,21.437,"Phosphosulfolactate synthase"
"1.1.1.312",0,0,11.6,1.9,0,0,0,0,1.25,0,0,32,0,0,61.75,0,300.7,14.5,0,0,21.185,"2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase"
"3.3.2.8",0,316,23.33,2,0,10,0,0,0,28,0,0,0,34.67,0,8,0,0,0,0,21.1,"Limonene-1,2-epoxide hydrolase"
"2.3.1.184",80.58,0,7.83,0,0,135.5,0,0,20.28,0,0,153.22,17,0,0,0,7,0,0,0,21.0705,"Acyl-homoserine-lactone synthase"
"2.6.1.36",0,316,4,0,0,10,0,10,0,28,5,0,0,24,21,0,0,0,0,0,20.9,"L-lysine 6-transaminase"
"6.2.1.7",0,316,47,0,0,12,0,0,0,28,0,0,0,0,0,0,12,0,0,0,20.75,"Cholate--CoA ligase"
"1.14.99.50",0,316,20,2,0,12,0,0,0,28,0,0,0,24,0,4,0,7,0,0,20.65,"Gamma-glutamyl hercynylcysteine S-oxide synthase"
"2.1.1.44",0,316,20,2,0,12,0,0,0,28,0,0,0,24,0,4,0,7,0,0,20.65,"L-histidine N(alpha)-methyltransferase"
"2.5.1.113",0,316,24,2,0,12,0,0,0,28,0,0,0,24,2,4,0,0,0,0,20.6,"synthase"
"3.5.1.118",0,316,20,2,0,12,0,0,0,28,0,0,0,24,0,4,0,0,0,0,20.3,"Gamma-glutamyl hercynylcysteine S-oxide hydrolase"
"1.14.13.142",0,0,131.19,8.8,0,0,0,0,0,0,0,0,5.17,128.01,80,16.5,18.4,14,0,0,20.1035,"Transferred entry 1.14.15.30"
"5.99.1.4",0,0,120,0,0,79,0,0,17,0,6,117,0,30,17,0,12,0,0,0,19.9,"2-hydroxychromene-2-carboxylate isomerase"
"2.7.1.203",4,0,0,0,184,0,0,0,0,0,0,87.42,100,7.42,0,0,0,0,0,0,19.142,"Protein-N(pi)-phosphohistidine--D-glucosaminate phosphotransferase"
"1.14.15.14",0,316,16,2,0,16,0,0,0,28,0,0,0,0,0,4,0,0,0,0,19.1,"Methyl-branched lipid omega-hydroxylase"
"1.4.1.23",0,316,11.33,0,0,10,0,0,0,28,0,0,0,10.67,2,0,0,0,0,0,18.9,"Valine dehydrogenase (NAD(+))"
"1.12.2.1",0,0,87,11.01,18.86,0,0,0,0,0,3.99,0,0,0,39,0,207,6,2,0,18.743,"Cytochrome-c3 hydrogenase"
"1.14.13.232",0,316,0,0,0,10,0,0,0,28,0,0,10.34,0,0,9,0,0,0,0,18.667,"6-methylpretetramide 4-monooxygenase"
"1.1.1.91",0,0,163,2,0,6,0,149,0,0,0,13,0,4,8,7,21,0,0,0,18.65,"Aryl-alcohol dehydrogenase (NADP(+))"
"2.7.7.92",0,0,2.21,0,260,0,0,0,0,0,6,11.04,20.36,0,22.09,2.07,18.67,2.44,26.6,0,18.574,"3-deoxy-D-glycero-D-galacto-nononate cytidylyltransferase"
"3.7.1.18",0,316,0,0,16,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,18.5,"6-oxocamphor hydrolase"
"3.6.1.3",0,0,71.6,5.07,18.86,0,0,0,0,0,1.33,0,28,0,44,0,70.2,2,128,0,18.453,"Adenosinetriphosphatase"
"2.3.1.21",0,316,0,0,0,12,0,0,0,28,0,0,0,0,0,0,13,0,0,0,18.45,"Carnitine O-palmitoyltransferase"
"3.2.1.123",0,316,3.33,0,0,10,0,0,0,28,0,0,0,10.67,0,0,0,0,0,0,18.4,"Endoglycosylceramidase"
"4.1.2.57",0,0,0,0,105,17,0,0,8,18,11.43,152.67,31.57,3.71,14.43,0,0,0,4.75,0,18.328,"Sulfofructosephosphate aldolase"
"3.1.4.54",40.29,0,0,0,0,24.5,35,0,18.14,18,3,191.11,17,0,13,0,0,0,3.75,0,18.1895,"N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D"
"3.4.23.48",40.29,0,7.14,15,0,17,33,0,10.14,0,1.43,125.14,7.57,103.71,2,0,0,0,0,0,18.121,"Plasminogen activator Pla"
"2.4.1.276",40.29,0,14,0,0,128,0,0,10.14,0,0,142.86,11,0,0,0,16,0,0,0,18.1145,"Zeaxanthin glucosyltransferase"
"2.7.10.1",0,0,24,2,0,4,0,298,0,0,0,0,0,24,2,8,0,0,0,0,18.1,"Receptor protein-tyrosine kinase"
"2.4.1.268",0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,18,"Glucosylglycerate synthase"
"1.1.1.413",0,316,0,0,0,10,0,0,0,28,0,0,0,0,0,4,0,0,0,0,17.9,"A-factor type gamma-butyrolactone 1'-reductase (1S-forming)"
"3.1.3.96",0,110,0,0,0,0,0,173,0,0,0,7,20.5,0,0,0,0,0,46,0,17.825,"Pseudouridine 5'-phosphatase"
"3.1.1.72",0,316,0,0,0,12,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17.8,"Acetylxylan esterase"
"4.2.1.54",0,0,42.98,3.8,126,0,0,0,5.4,0,0,7,12,0,55.8,0,92.9,1.6,8,0,17.774,"Lactoyl-CoA dehydratase"
"1.3.1.58",0,316,0,0,0,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17.7,"2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase"
"2.1.1.2",0,316,0,0,0,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17.7,"Guanidinoacetate N-methyltransferase"
"2.1.1.255",0,316,0,0,0,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17.7,"Geranyl diphosphate 2-C-methyltransferase"
"2.3.1.233",0,316,0,0,0,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17.7,"1,3,6,8-tetrahydroxynaphthalene synthase"
"4.1.99.16",0,316,0,0,0,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17.7,"Geosmin synthase"
"4.2.3.22",0,316,0,0,0,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17.7,"Germacradienol synthase"
"4.2.3.75",0,316,0,0,0,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17.7,"(-)-germacrene D synthase"
"4.1.1.82",0,0,4.6,0,51.33,128,0,149,9.36,6.82,0,0,0,1.36,0,0,0,0.22,0,0,17.5345,"Phosphonopyruvate decarboxylase"
"4.2.1.57",0,0,139.26,1.4,0,38,0,0,17,0,0,49,0,30,54,0,21.2,0,0,0,17.493,"Isohexenylglutaconyl-CoA hydratase"
"3.4.21.19",0,29,4,0,0,0,0,37,0,0,10.11,218.4,38.4,0,0,0,0,0,7.86,0,17.2385,"Glutamyl endopeptidase"
"4.1.2.41",0,0,3.83,0.5,0,2,0,0,1.25,0,0,1.5,0,0,24.75,0,291.5,14.5,0,0,16.9915,"Vanillin synthase"
"4.2.1.101",0,0,3.83,0.5,0,2,0,0,1.25,0,0,1.5,0,0,24.75,0,291.5,14.5,0,0,16.9915,"Trans-feruloyl-CoA hydratase"
"3.4.24.13",0,0,0,0,23.5,0,0,0,1,0,13.5,0,0,0,0,0,0,0,301,0,16.95,"IgA-specific metalloendopeptidase"
"1.1.1.320",1.38,1.88,21.21,0,0,0,0,0,0,0,0,29.02,18.36,1.5,3.29,159.32,89.95,5.76,3.25,0,16.746,"Benzil reductase ((S)-benzoin forming)"
"1.4.99.5",0,0,4,0,0,0,23,298,0,0,0,0,0,0,8,0,0,0,0,0,16.65,"Glycine dehydrogenase (cyanide-forming)"
"1.1.1.21",0,0,11.6,1.4,0,0,0,149,0,0,0,0,0,0,95.33,16.33,29.2,24.33,0,0,16.3595,"Aldose reductase"
"1.3.7.1",0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,"6-hydroxynicotinate reductase"
"3.4.11.24",0,0,59,0,202,0,0,0,0,0,0,34,0,0,0,16,12,0,0,0,16.15,"Aminopeptidase S"
"1.2.1.81",0,0,0,0,0,0,0,0,4,0,0,84,0,0,0,184,0,0,50,0,16.1,"Sulfoacetaldehyde dehydrogenase (acylating)"
"1.5.8.1",0,0,0,0,0,0,23,298,0,0,0,0,0,0,0,0,0,0,0,0,16.05,"Dimethylamine dehydrogenase"
"1.5.8.2",0,0,0,0,0,0,23,298,0,0,0,0,0,0,0,0,0,0,0,0,16.05,"Trimethylamine dehydrogenase"
"4.2.1.84",0,0,0,0,0,14,0,298,0,0,0,0,0,0,0,0,0,0,0,0,15.6,"Nitrile hydratase"
"1.8.1.15",0,0,58.16,18.5,0,2,0,0,0,0,0,0,44.17,10.67,28.5,8.5,124.67,14,0,0,15.4585,"Mycothione reductase"
"4.2.1.25",0,0,4,0,0,0,0,298,0,0,0,0,0,0,0,0,7,0,0,0,15.45,"L-arabinonate dehydratase"
"4.2.2.8",0,0,1.5,0,260,0,0,0,0,0,0,0,34.8,0,2.5,0,0,0,4.5,0,15.165,"Heparin-sulfate lyase"
"1.1.1.373",0,0,0,0,105,17,0,0,0,0,8.43,131.42,31.57,3.71,3.43,0,0,0,1,0,15.078,"Sulfolactaldehyde 3-reductase"
"1.1.1.291",0,0,21,0,0,0,0,0,44,0,28,4.4,0,0,15.8,10,15.6,134.8,26.6,0,15.01,"2-hydroxymethylglutarate dehydrogenase"
"4.1.3.16",0,0,21,0,0,0,0,0,44,0,28,4.4,0,0,15.8,10,15.6,134.8,26.6,0,15.01,"4-hydroxy-2-oxoglutarate aldolase"
"1.2.1.4",0,0,53.83,16.5,0,0,0,0,0,0,0,0,5.17,4,28.5,4.5,180.34,7,0,0,14.992,"Aldehyde dehydrogenase (NADP(+))"
"4.1.1.52",0,0,23.14,2,56.4,2,0,0,0,0,24.43,72.57,7.57,100,4,4,0,0,1,0,14.8555,"6-methylsalicylate decarboxylase"
"1.17.99.1",0,0,11.6,1.4,0,0,64,149,0,0,0,0,0,24,37,0,9.2,0,0,0,14.81,"Transferred entry 1.17.9.1"
"1.1.1.282",0,0,0,0,105,0,0,0,8,18,11.43,71.67,31.57,3.71,12.43,0,0,0,33.75,0,14.778,"Quinate/shikimate dehydrogenase"
"6.3.2.43",0,0,51.54,16.5,0,0,0,0,0,0,0,6.64,6.36,0,25.79,2.07,176.41,7.64,0,0,14.6475,"[Amino group carrier protein]--L-2-aminoadipate ligase"
"1.1.98.3",0,0,44.33,18.5,0,2,0,0,0,0,0,0,44.17,34.67,22.5,8.5,104,14,0,0,14.6335,"Decaprenylphospho-beta-D-ribofuranose 2-dehydrogenase"
"2.4.2.45",0,0,44.33,18.5,0,2,0,0,0,0,0,0,44.17,34.67,22.5,8.5,104,14,0,0,14.6335,"Decaprenyl-phosphate phosphoribosyltransferase"
"2.7.1.91",0,0,0,0,18.5,0,0,0,0,0,0,0,273.67,0,0,0,0,0,0,0,14.6085,"Sphingosine kinase"
"2.3.1.122",0,0,92.33,8,0,0,0,0,0,0,0,0,44.17,106.67,0,20.5,13,7,0,0,14.5835,"Trehalose O-mycolyltransferase"
"2.7.1.195",0,0,7.14,0,0,17,0,0,0,0,1.43,153.57,7.57,100,2,0,0,0,0,0,14.4355,"phosphotransferase"
"4.4.1.25",0,0,2.99,0,0,0,128,0,0,0,0,38.64,54.36,48,3.29,2.07,3.07,0.64,0,0,14.053,"L-cysteate sulfo-lyase"
"1.2.7.7",132,0,29,3.67,39.19,0,0,0,0,0,1.33,0,0,0,7,0,61,2,2,0,13.8595,"3-methyl-2-oxobutanoate dehydrogenase (ferredoxin)"
"2.4.1.144",0,2,0,0,0,17,0,0,0,0,0,244,11,0,2,0,0,0,0,0,13.8,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"
"1.1.1.402",0,0,10,0,0,256,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13.75,"D-erythritol 1-phosphate dehydrogenase"
"3.2.1.199",0,0,0,0,0,17,0,0,0,0,0,233.71,0,3.71,2,0,0,7,7.33,0,13.5375,"Sulfoquinovosidase"
"1.5.3.7",0,0,7.14,0,0,0,0,0,0,0,1.43,153.57,7.57,100,0,0,0,0,0,0,13.4855,"L-pipecolate oxidase"
"1.2.1.76",0,0,0,0,63,0,0,0,10,0,0,21,6,0,0,161,0,0,4,0,13.25,"Succinate-semialdehyde dehydrogenase (acetylating)"
"2.5.1.96",0,29,0,0,0,0,3,37,0,0,0,192,0,0,0,0,0,0,0,0,13.05,"4,4'-diapophytoene synthase"
"4.1.1.41",0,0,47,0,105,0,0,0,0,0,8.43,50.42,31.57,3.71,1.43,0,12,0,1,0,13.028,"Transferred entry 7.2.4.3"
"1.1.99.31",0,0,10,0,0,0,23,149,0,0,0,0,0,0,22.33,2.33,29,24.33,0,0,12.9995,"(S)-mandelate dehydrogenase"
"1.3.8.2",0,29,0,0,0,0,0,37,0,0,0,191,0,0,0,0,0,0,0,0,12.85,"4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)"
"1.4.9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.66,32.66,40,48.66,0,0,12.699,"Aralkylamine dehydrogenase (azurin)"
"4.2.1.155",0,0,62.6,1.4,0,0,0,0,0,0,0,0,0,0,65.66,4.66,68.2,48.66,0,0,12.559,"Methylthioacryloyl-CoA hydratase"
"2.1.3.1",88,0,6,0,137,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,12.5,"Methylmalonyl-CoA carboxytransferase"
"2.7.1.215",0,0,10,0,0,130,64,0,0,0,5,0,0,24,0,0,9,0,0,0,12.1,"Erythritol kinase (D-erythritol 1-phosphate-forming)"
"1.14.13.20",0,0,3.83,0,0,45,0,0,0,0,6,161.5,20,0,0,4,0,0,0,0,12.0165,"2,4-dichlorophenol 6-monooxygenase"
"6.5.1.4",0,0,3.83,0,105,11,0,0,0,0,8.43,8.21,96.57,0,1.43,0,0,0,1,0,11.7735,"RNA 3'-terminal-phosphate cyclase (ATP)"
"6.4.1.7",88,0,0,0,129,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,11.75,"2-oxoglutarate carboxylase"
"2.4.1.213",0,0,0,0,0,0,23,149,0,0,0,0,0,0,14.33,2.33,20,24.33,0,0,11.6495,"Glucosylglycerol-phosphate synthase"
"1.3.1.32",0,0,0,3,0,2,0,149,0,0,6,4.4,10.34,0,0.8,13,15.6,1.8,26.6,0,11.627,"Maleylacetate reductase"
"2.3.1.264",0,0,28.81,0,0,0,0,0,9.36,6.82,0,22.64,6.36,1.36,3.29,150.07,3.07,0.64,0,0,11.621,"Beta-lysine N(6)-acetyltransferase"
"1.13.11.82",0,0,0,0,0,11,0,0,0,0,0,178,40,0,0,0,0,0,0,0,11.45,"8'-apo-carotenoid 13,14-cleaving dioxygenase"
"3.1.1.22",0,0,0,0,0,0,0,149,8,18,3,21.25,0,0,24,0,0,0,3.75,0,11.35,"Hydroxybutyrate-dimer hydrolase"
"1.1.1.251",0,0,0.78,0,105,0,0,0,0,0,11.43,50.42,31.57,3.71,12.43,0,5,0,1,0,11.067,"Galactitol-1-phosphate 5-dehydrogenase"
"1.3.1.111",0,0,0,0,105,0,0,0,0,0,11.43,50.42,31.57,3.71,12.43,0,0,0,1,0,10.778,"Geranylgeranyl-bacteriochlorophyllide a reductase"
"1.3.1.83",0,0,0,0,105,0,0,0,0,0,11.43,50.42,31.57,3.71,12.43,0,0,0,1,0,10.778,"Geranylgeranyl diphosphate reductase"
"1.1.99.37",0,0,19.33,2,0,2,0,0,4,0,0,84,0,10.67,0,40,0,0,50,0,10.6,"Methanol dehydrogenase (nicotinoprotein)"
"1.2.98.1",0,0,19.33,2,0,2,0,0,4,0,0,84,0,10.67,0,40,0,0,50,0,10.6,"Formaldehyde dismutase"
"1.14.13.229",0,0,0,0,0,0,0,149,0,0,0,0,0,0,14.33,2.33,20,24.33,0,0,10.4995,"Tert-butanol monooxygenase"
"1.14.19.48",0,0,0,0,0,0,0,149,0,0,0,0,0,0,14.33,2.33,20,24.33,0,0,10.4995,"Tert-amyl alcohol desaturase"
"4.2.1.81",0,0,14,0,0,0,23,149,0,0,0,0,0,0,8,0,9,0,0,0,10.15,"D(-)-tartrate dehydratase"
"1.13.11.25",0,0,63.26,3.4,0,0,0,0,0,0,0,0,0,69.34,39,4,9.2,14,0,0,10.11,"dioxygenase"
"4.3.1.23",0,0,0,0,0,0,0,159,0,0,8,0,0,0,30,0,0,0,0,0,9.85,"Tyrosine ammonia-lyase"
"3.5.1.46",0,0,3.5,16.5,0,0,0,0,0,0,0,0,0,0,28.5,0,138,7,0,0,9.675,"6-aminohexanoate-oligomer exohydrolase"
"4.2.1.130",0,0,17.83,0,105,11,0,0,0,0,8.43,8.21,31.57,9,1.43,0,0,0,1,0,9.6735,"D-lactate dehydratase"
"1.14.11.18",0,0,10.5,0,0,0,23,149,0,0,0,0,0,0,8,0,0,0,0,0,9.525,"Phytanoyl-CoA dioxygenase"
"1.12.1.2",11,0,0,0,0,0,0,0,0,0,0,100,75,0,0,3,0,0,0,0,9.45,"Hydrogen dehydrogenase"
"1.17.3.2",0,0,7.14,0,0,0,0,0,0,0,1.43,72.57,7.57,100,0,0,0,0,0,0,9.4355,"Xanthine oxidase"
