"ko","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","description"
"ko:K13787",0,632,254.66,64,326,24,0,0,4,56,9,190.5,56.34,66.67,117,172,386.34,28,32,0,120.9255,"geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
"ko:K22270",0,0,7.83,0,0,816,0,0,0,0,6.4,794.61,773.57,3.71,8,4.5,0,0,0,0,120.731,"3-hydroxybenzoate 6-monooxygenase [EC:1.14.13.24]"
"ko:K19169",5,15,29,909,168,0,0,0,570,110,182,8,0,41,10,148,28,185,0,0,120.4,"DNA sulfur modification protein DndB"
"ko:K19172",5,15,29,909,168,0,0,0,570,110,182,8,0,41,10,148,28,185,0,0,120.4,"DNA sulfur modification protein DndE"
"ko:K13049",2.2,2,60.33,45.5,373.5,242,0,0,11,0,19.5,605,73,24,118.5,130.33,314.67,7,376.8,0,120.2665,"carboxypeptidase PM20D1 [EC:3.4.17.-]"
"ko:K14581",0,0,238.83,0,0,133,64,0,17,8,17,944.5,33,54,333.33,2.33,430,49.33,80,0,120.216,"naphthalene 1,2-dioxygenase ferredoxin reductase component [EC:1.18.1.7]"
"ko:K06141",40.29,0,467.28,0,105,201.5,99,0,10.14,0,11.29,648.42,156.71,227.71,3.43,88,0,0,334,0,119.6385,"MFS transporter, TsgA protein"
"ko:K07465",0,632,63,2,0,659.2,0,873,0,56,0,0,51.17,24,3.6,8.5,13,7,0,0,119.6235,"putative RecB family exonuclease"
"ko:K01561",0,0,61,24,0,132,23,298,0,0,19,268,22,0,241,0,1190,100,0,0,118.9,"haloacetate dehalogenase [EC:3.8.1.3]"
"ko:K07110",0,0,159.66,29,0,0,0,10,0,0,35,0,88.34,45.34,350,18,1507,132,0,0,118.717,"XRE family transcriptional regulator, fatty acid utilization regulator"
"ko:K09920",40.29,110,34.14,0,105,201.5,109.75,173,18.64,0,9.86,962.85,76.64,136.71,22.43,0.5,42,19,47,261.25,118.528,"uncharacterized protein"
"ko:K11178",40.29,0,54.64,0,0,653,58,447,10.14,0,1.43,851.43,119.57,109,10,0,16,0,0,0,118.525,"xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]"
"ko:K21686",0,0,177.93,28.4,0,0,0,0,0,0,30,37,44.17,19.67,384,9.5,1513.2,125,0,0,118.4435,"XRE family transcriptional regulator, fatty acid utilization regulator"
"ko:K13732",0,58,4,0,423,0,0,74,92,0,6.4,414.4,1227.4,0,0,0,0,0,67,0,118.31,"fibronectin-binding protein A"
"ko:K08166",0,0,14.66,0,0,0,23,149,0,32.34,0,438.66,1470,0,164.67,9.33,20,24.33,7.33,0,117.666,"MFS transporter, DHA2 family, methylenomycin A resistance protein"
"ko:K16901",0,0,70,0,0,29,0,79,0,0,61,436,1611,4,39,0,0,0,24,0,117.65,"anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.8 1.14.14.9]"
"ko:K15600",41.67,111.88,53.02,0,139,503,64,212,63.5,6.82,36,189.92,500.22,26.86,29.38,23.39,125.62,141.2,79.85,0,117.3665,"putative hydroxymethylpyrimidine transport system ATP-binding protein"
"ko:K03482",40.29,0,35.7,0,105,264.5,297,0,10.14,0,15.58,836.42,86.42,572,17.43,0,0,50,1,0,116.574,"GntR family transcriptional regulator, glv operon transcriptional regulator"
"ko:K18481",0,1580,205.3,16,0,58,0,0,0,140,0,0,0,226.7,6,32,0,35,29,0,116.4,"Mce-associated membrane protein"
"ko:K06401",5,15,31.99,909,0,0,0,0,582,110,190,30.2,17.47,41,13.29,151.63,36.07,185.75,0,0,115.92,"stage IV sporulation protein FA"
"ko:K07309",0,0,21.42,0,420,70,291,0,0,0,47.01,867.52,148.99,421.97,13.72,0,0,0,15,0,115.8315,"Tat-targeted selenate reductase subunit YnfE [EC:1.97.1.9]"
"ko:K13573",0,948,281.82,66,0,34,0,0,0,84,0,0,102.34,73.34,111,119,468.68,28,0,0,115.809,"proteasome accessory factor C"
"ko:K09859",44,0,21.3,15,0,1017,43.75,0,17.3,18,3,649.4,176,0,48,1.5,0,0,0,261.25,115.775,"uncharacterized protein"
"ko:K21463",48,99,6.99,0,18.5,373,0,37,5,0,14.4,443.04,1034.43,0,85.29,42.07,12.07,0.64,93,0,115.6215,"membrane-associated protein TcaA"
"ko:K19837",40.29,0,7.14,0,0,829.2,99,912,10.14,0,1.43,242.43,18.57,124,18.6,0,0,0,0,0,115.14,"1-carboxybiuret hydrolase [EC:3.5.1.131]"
"ko:K22299",0,0,0,0,168,0,0,0,0,0,10,2061.4,18,0,0.8,0,15.6,1.91,26.6,0,115.1155,"HTH-type transcriptional regulator, competence development regulator"
"ko:K09835",0,316,14.78,0,0,13.2,0,873,0,28,0,1012,9,0,1.6,6,25,0,0,0,114.929,"prolycopene isomerase [EC:5.2.1.13]"
"ko:K00689",48,262,0,0,235,0,0,14,81,0,3,93,1422,0,0,40,0,0,93,0,114.55,"dextransucrase [EC:2.4.1.5]"
"ko:K20114",184,0,0,0,441.5,0,0,0,92,0,0,42,1462.67,0,0,0,0,0,67,0,114.4585,"galactose PTS system EIIC component"
"ko:K11443",0,0,104,27,0,0,0,149,0,0,30,0,0,0,347,0,1506,125,0,0,114.4,"two-component system, cell cycle response regulator DivK"
"ko:K15497",5,15,29,909,0,0,0,0,570,110,182,41,0,41,10,148,28,185,0,0,113.65,"molybdate/tungstate transport system ATP-binding protein [EC:7.3.2.5 7.3.2.6]"
"ko:K11477",0,0,105.43,1.9,105,207,53,0,18.25,313,14.43,957.21,62.57,30,88.18,0,300.7,14.5,1,0,113.6085,"glc operon protein GlcG"
"ko:K09386",0,0,69,24,0,0,23,149,0,0,30,0,0,0,357,0,1494,125,0,0,113.55,"uncharacterized protein"
"ko:K03897",40.29,632,94.6,0,0,55.5,0,149,10.14,56,8,1059.5,86.36,10.67,13.29,3.07,37.07,7.64,0,0,113.1565,"lysine N6-hydroxylase [EC:1.14.13.59]"
"ko:K19813",0,0,57,24,0,177,0,0,0,0,30,0,0,0,347,0,1494,125,0,0,112.7,"glucose dehydrogenase [EC:1.1.5.9]"
"ko:K15783",0,0,67,27,0,0,0,149,0,0,30,0,0,0,347,0,1503,125,0,0,112.4,"ectoine hydrolase [EC:3.5.4.44]"
"ko:K07050",0,0,49.21,24,0,0,0,149,0,0,30,6.64,6.36,0,358.29,2.07,1488.07,125.64,0,0,111.964,"misacylated tRNA(Ala) deacylase [EC:3.1.1.-]"
"ko:K10543",42.49,2,57.96,0,105,152.5,163,149,63.5,6.82,83.36,513.54,58.74,149.36,21.23,10,53.6,138.8,467.7,0,111.93,"D-xylose transport system substrate-binding protein"
"ko:K09930",0,316,83.33,0.5,0,12,0,149,1.25,28,0,1165.5,39,42,30.75,1,333.5,33.61,0,0,111.772,"uncharacterized protein"
"ko:K05375",40.29,316,68.84,4,105,157,99,149,10.14,28,9.86,974.99,56.5,173.05,14.72,10.07,16.07,0.64,1,0,111.7085,"MbtH protein"
"ko:K01450",0,0,108,27,0,0,0,0,0,0,30,13,0,0,347,13,1513,125,58,0,111.7,"not_found"
"ko:K20885",5,15,29,909,0,0,0,0,570,110,182,0,0,41,10,148,28,185,0,0,111.6,"beta-1,2-mannobiose phosphorylase / 1,2-beta-oligomannan phosphorylase [EC:2.4.1.339 2.4.1.340]"
"ko:K17938",40.29,0,212.97,15,105,316,132,0,27.14,8,15.86,741.35,83.14,157.71,208.43,0,88,0,81,0,111.5945,"peptide/bleomycin uptake transporter"
"ko:K12995",5,0,80,3,0,635.2,64,873,0,0,0,284,11,24,19.6,0,30,0,201,0,111.49,"N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase / rhamnosyltransferase [EC:2.4.1.348 2.4.1.-]"
"ko:K05784",0,0,330.83,0,0,133,64,149,17,8,6,944.5,38.17,54,221.33,6.83,108,31.33,109,0,111.0495,"benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]"
"ko:K21936",0,0,0,0,1694,78,0,0,8,18,11.43,181.96,144.57,0,22.43,0,0,50,4.75,0,110.657,"anaerobilin synthase [EC:2.1.1.342]"
"ko:K09909",40.29,0,212.97,0,105,287.5,35,0,27.14,8,15.86,773.35,190.14,133.71,208.43,0,88,0,81,0,110.3195,"uncharacterized protein"
"ko:K00171",32.16,0,117,71,232.08,0,23,0,167,0,62,56.73,0,21,99.8,178,115.6,134.8,880.6,0,109.5385,"pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]"
"ko:K19633",0,0,0,0,0,1267.2,0,912,0,0,0,0,0,0,8.6,0,0,0,0,0,109.39,"sorbose reductase [EC:1.1.1.289]"
"ko:K18531",0,0,7.14,0,0,368,0,0,0,0,1.43,1178.57,256.57,100,0,0,0,0,276,0,109.3855,"putative frv operon regulatory protein"
"ko:K08966",0,0,92.98,0,0,12,0,0,205,0,182.75,1057.28,24.72,0,122.08,36.14,157.14,253.39,43,0,109.324,"2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.87]"
"ko:K21972",120.87,0,20.14,0,105,356,99,0,30.42,0,9.86,1236.57,72.14,127.71,7.43,0,0,0,1,0,109.307,"MerR family transcriptional regulator, repressor of blue light- and temperature-responsive genes"
"ko:K09145",4,32.4,36.61,16.8,20.33,0,0,63,90.2,5.6,66.2,1240.04,139.76,13.8,59.89,24.87,97.87,238.04,3,0.6,107.6505,"uncharacterized protein"
"ko:K06160",40.29,0,22.35,0,105,206,163,149,10.14,0,22.86,1128.49,132.5,151.71,14.72,2.07,3.07,0.64,1,0,107.642,"putative pyoverdin transport system ATP-binding/permease protein"
"ko:K09957",0,0,38.13,3.5,0,1019,0,149,3.3,0,3,649.4,176,34.67,52.12,8.5,9,7,0,0,107.631,"uncharacterized protein"
"ko:K00410",0,0,108,27,0,0,0,0,0,0,30,0,0,0,347,0,1513,125,0,0,107.5,"ubiquinol-cytochrome c reductase cytochrome b/c1 subunit"
"ko:K18163",0,0,108,27,0,0,0,0,0,0,30,0,0,0,347,0,1513,125,0,0,107.5,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 6"
"ko:K18164",0,0,108,27,0,0,0,0,0,0,30,0,0,0,347,0,1513,125,0,0,107.5,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7"
"ko:K21802",0,0,132.83,0.5,0,54,0,0,1.25,8,0,1173.5,27.17,0,227.08,6.83,399.5,38.83,80,0,107.4745,"vanillin dehydrogenase [EC:1.2.1.67]"
"ko:K15548",40.29,0,212.97,15,105,334.5,132,0,27.14,8,15.86,652.35,69.14,157.71,208.43,0,88,0,81,0,107.3695,"p-hydroxybenzoic acid efflux pump subunit AaeA"
"ko:K19714",0,0,153.8,3.67,0,1017,0,10,0.8,0,9.33,649.4,176,0,60,0,61,2,0,0,107.15,"3-deoxy-alpha-D-manno-octulosonate 8-oxidase [EC:1.1.3.48]"
"ko:K13245",0,0,104,27,0,0,0,0,0,0,30,0,0,0,347,0,1506,125,0,0,106.95,"c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]"
"ko:K13589",0,0,104,27,0,0,0,0,0,0,30,0,0,0,347,0,1506,125,0,0,106.95,"two-component system, cell cycle response regulator CpdR"
"ko:K17662",0,0,104,27,0,0,0,0,0,0,30,0,0,0,347,0,1506,125,0,0,106.95,"cytochrome b pre-mRNA-processing protein 3"
"ko:K22310",0,0,104,27,0,0,0,0,0,0,30,0,0,0,347,0,1506,125,0,0,106.95,"L-ornithine Nalpha-acyltransferase [EC:2.3.2.30]"
"ko:K06423",1.38,1.88,42.99,0,0,453,0,0,142,0,72,628.42,281.36,1.5,57.09,41.32,228.55,144.67,39.85,0,106.8005,"small acid-soluble spore protein F (minor alpha/beta-type SASP)"
"ko:K13592",0,0,104,24,0,0,0,0,0,0,30,0,0,0,347,0,1506,125,0,0,106.8,"regulator of CtrA degradation"
"ko:K13772",0,0,104,24,0,0,0,0,0,0,30,0,0,0,347,0,1506,125,0,0,106.8,"Rrf2 family transcriptional regulator, iron-responsive regulator"
"ko:K00313",11,316,42,0,324,166,0,0,88,28,96.29,422.25,130.71,7.42,56.69,23,55.8,271.51,93.8,0,106.6235,"electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]"
"ko:K14086",0,2,216.16,51.17,486,2,0,0,0,0,10.33,229.5,443.34,38.67,93.5,115,366.34,27,46,0,106.3505,"ech hydrogenase subunit A"
"ko:K20997",0,0,94,27,0,0,0,0,0,0,30,5,0,0,347,0,1497,125,0,0,106.25,"polysaccharide biosynthesis protein PslA"
"ko:K05605",0,0,94,24,0,0,0,0,0,0,30,0,0,0,347,0,1497,125,0,0,105.85,"3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]"
"ko:K11357",0,0,94,24,0,0,0,0,0,0,30,0,0,0,347,0,1497,125,0,0,105.85,"two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]"
"ko:K22042",0,0,94,24,0,0,0,0,0,0,30,0,0,0,347,0,1497,125,0,0,105.85,"ArsR family transcriptional regulator, virulence genes transcriptional regulator"
"ko:K03487",60.82,0,7.14,0,1219,152.5,99,0,10.14,0,9.86,196.97,224.14,124,3.43,6,0,0,1,0,105.7,"LacI family transcriptional regulator, asc operon repressor"
"ko:K01093",40.29,0,0,15,114.43,691.7,97,873,10.14,0,8.43,154.57,48.57,24,12.03,0,12,0,2,0,105.158,"4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2]"
"ko:K05783",0,0,222.83,0,0,133,64,149,17,8,6,944.5,48.57,54,219.33,6.83,115,31.33,80,0,104.9695,"dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-]"
"ko:K12989",0,0,61,24,0,0,0,0,0,0,30,0,0,0,347,0,1501,125,0,0,104.4,"mannosyltransferase [EC:2.4.1.-]"
"ko:K18471",67.45,0,0,0,1322,2,64,0,10.14,0,12,210.69,89,24,0,0,0,0,284.8,0,104.304,"methylglyoxal reductase [EC:1.1.1.-]"
"ko:K06022",44,0,57,0,0,635.2,0,873,0,0,11,0,0,0,115.6,0,325,25,0,0,104.29,"not_found"
"ko:K10834",44,0,57,0,0,635.2,0,873,0,0,11,0,0,0,115.6,0,325,25,0,0,104.29,"not_found"
"ko:K20113",0,0,0,0,441.5,0,0,0,92,0,0,21,1462.67,0,0,0,0,0,67,0,104.2085,"galactose PTS system EIIB component [EC:2.7.1.204]"
"ko:K22067",40.29,0,97.83,15,0,145,185,149,27.14,313,6,986.36,31,54,27,0,7,0,0,0,104.181,"two-component system, oxyanion-binding sensor"
"ko:K19710",0,316,925.16,51.17,9.43,14,0,0,44,33,1.33,0,51.17,38.67,102.5,111.5,368.34,16,1,0,104.1635,"ATP adenylyltransferase [EC:2.7.7.53]"
"ko:K13786",0,0,57,27,0,0,0,0,0,0,30,0,0,0,347,0,1494,125,0,0,104,"cob(II)yrinic acid a,c-diamide reductase [EC:1.16.8.-]"
"ko:K11941",40.29,152.99,7.14,0,314.01,201.5,99,173,10.14,0,9.86,782.85,109.64,127.71,3.43,0,0,0,47,0,103.928,"glucans biosynthesis protein C [EC:2.1.-.-]"
"ko:K05550",0,0,218.83,0,0,133,64,149,17,8,6,944.5,38.17,54,219.33,6.83,108,31.33,80,0,103.8995,"benzoate/toluate 1,2-dioxygenase subunit beta [EC:1.14.12.10 1.14.12.-]"
"ko:K16556",0,0,57,24,0,0,0,0,0,0,30,0,0,0,347,0,1494,125,0,0,103.85,"succinoglycan biosynthesis protein ExoM [EC:2.4.-.-]"
"ko:K21688",0,0,134.83,0,0,640.4,0,876,8,0,0,168,58.17,38.67,13.2,76.5,13,7,42,0,103.7885,"resuscitation-promoting factor RpfB"
"ko:K12452",18.33,0,14,0,1193,0,0,0,0,0,0,391.83,185,0,8,52,7,0.11,201,0,103.5135,"CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]"
"ko:K18786",0,0,51,24,0,0,0,0,0,0,30,0,0,0,347,0,1492,125,0,0,103.45,"cellobionic acid phosphorylase [EC:2.4.1.321]"
"ko:K15862",0,0,130.8,0,0,1017,0,10,0.8,0,8,649.4,176,0,71,1,0,0,0,0,103.2,"cytochrome c oxidase cbb3-type subunit I/II [EC:7.1.1.9]"
"ko:K21697",0,0,47,24,0,0,0,0,0,0,30,0,0,0,347,0,1485,125,0,0,102.9,"LuxR family transcriptional regulator, quorum-sensing system regulator VjbR"
"ko:K13992",0,0,126.8,0,0,1017,0,10,0.8,0,8,649.4,176,0,68,1,0,0,0,0,102.85,"photosynthetic reaction center cytochrome c subunit"
"ko:K07183",0,0,265.83,15,0,133,33,149,24,8,6,952.06,44.11,30,213,1.56,100,0,80,0,102.728,"two-component system, response regulator / RNA-binding antiterminator"
"ko:K15915",0,14.33,12.8,0,126.07,1017,0,10,0.8,0,5,649.4,176,0,39,0,0,0,1,0,102.57,"undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase [EC:2.7.8.36]"
"ko:K16961",259,0,191,42.5,0,0,66,0,61.5,16,215.5,57,2.6,0,194.16,40.5,305.4,181,408.43,0,102.0295,"putative S-methylcysteine transport system substrate-binding protein"
"ko:K07450",1127.8,3.4,22.4,16.8,0,0,0,0,90.2,5.6,59.8,282,0,13.8,56.6,29.8,89.8,237.4,3,0.6,101.95,"putative resolvase"
"ko:K21578",2,0,821,0,0,0,0,0,276,5,153.75,21,3,0,135.5,35,196,346,43,0,101.8625,"betaine reductase complex component B subunit alpha [EC:1.21.4.4]"
"ko:K13640",0,330.33,174.16,47.5,395.67,12,0,0,4,28,21,223.68,51.17,38.67,88.1,167.5,326.54,17.6,107.32,0,101.662,"MerR family transcriptional regulator, heat shock protein HspR"
"ko:K00293",0,0,124.8,0,0,1017,0,0,0.8,0,3,649.4,176,0,50,0,7,0,0,0,101.4,"saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]"
"ko:K22349",1126,0,13,0,0,0,0,0,0,0,1,577,0,0,0,0,0,0,308.8,0,101.29,"manganese oxidase [EC:1.16.3.3]"
"ko:K03468",80.58,0,14.28,0,210,354,198,0,20.28,0,19.72,747.7,112.28,255.42,6.86,0,0,0,2,0,101.056,"p-hydroxybenzoic acid efflux pump subunit AaeB"
"ko:K17248",0,0,7,0,0,1060,0,0,0,0,9,719,176,0,48,0,0,0,0,0,100.95,"N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase [EC:2.4.1.291]"
"ko:K21619",45.38,1.88,6.5,0,1580,0,0,0,0,0,0,160.38,113,1.5,0,9.25,86.88,5.12,3.25,0,100.657,"tagaturonate epimerase [EC:5.1.2.7]"
"ko:K18574",0,0,14.3,0,56.4,1017,0,10,0.8,0,8,649.4,176,0,68.5,0,0,0,5.5,0,100.295,"Xaa-Xaa-Pro tripeptidyl-peptidase [EC:3.4.14.12]"
"ko:K11744",80.58,14.33,14.28,0,279.67,290,99,0,20.28,0,19.72,825.7,120.28,231.42,6.86,0,0,0,2,0,100.206,"AI-2 transport protein TqsA"
"ko:K16149",11,316,65.82,3.9,0,12,0,0,46.7,28,36,1116.4,45,34.67,43.7,17,62.05,135.71,26.6,0,100.0275,"1,4-alpha-glucan branching enzyme [EC:2.4.1.18]"
"ko:K20025",4,0,897,11,0,0,0,0,97,21,145,41,0,0,176.64,36,281.2,181,106,0,99.842,"(R)-2-hydroxyisocaproyl-CoA dehydratase alpha subunit [EC:4.2.1.157]"
"ko:K20882",4,0,897,11,0,0,0,0,97,21,145,41,0,0,176.64,36,281.2,181,106,0,99.842,"(R)-2-hydroxy-4-methylpentanoate CoA-transferase [EC:2.8.3.24]"
"ko:K03932",0,1580,84,0,62,50,0,0,0,140,0,0,5.17,24,0,4.5,39,0,0,0,99.4335,"polyhydroxybutyrate depolymerase"
"ko:K10005",0,316,143.16,64,326,12,0,0,8,28,0,235,51.17,38.67,109,203.5,373.34,21,42,0,98.542,"glutamate transport system substrate-binding protein"
"ko:K07318",0,28.66,307.83,15.5,139.34,133,33,39,50.25,8,6,383.5,40,30,239.75,0,420.5,14.5,80,0,98.4415,"adenine-specific DNA-methyltransferase [EC:2.1.1.72]"
"ko:K19231",0,0,47,24,0,256,0,0,0,0,22,81,0,0,252,0,1181,100,0,0,98.15,"fibronectin-binding autotransporter adhesin"
"ko:K05522",40.29,0,372.77,51.5,105,151,99,0,10.14,0,8.43,301.28,144.91,114.05,100.93,123,317.34,21,1,0,98.082,"endonuclease VIII [EC:3.2.2.- 4.2.99.18]"
"ko:K16554",44,646.33,141.14,0,69.67,20,64,0,0,56,1.43,746.57,7.57,124,0,0,40,0,0,0,98.0355,"polysaccharide biosynthesis transport protein"
"ko:K20026",4,0,887,9.5,0,0,0,0,94.5,21,145,41,0,0,170.12,31.5,267,181,106,0,97.881,"(R)-2-hydroxyisocaproyl-CoA dehydratase beta subunit [EC:4.2.1.157]"
"ko:K00635",0,316,276.49,17,0,153,33,0,17,36,6,399.5,134,171.34,211,4,88,14,80,0,97.8165,"diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75]"
"ko:K17214",85.29,0,10,0,62,128,64,0,10.14,0,24,335.86,11,24,0,148,9,0,1045,0,97.8145,"inositol transport system permease protein"
"ko:K16842",40.29,0,96.97,15,0,262,132,0,27.14,0,7.43,1058.93,139.57,154,19,0,0,0,0,0,97.6165,"allantoinase [EC:3.5.2.5]"
"ko:K21622",106,4,0,0,221,635.2,0,873,0,0,0,80,4,0,1.6,20,0,0,0,0,97.24,"D-tagatose 6-phosphate 4-epimerase [EC:5.1.3.40]"
"ko:K00486",0,0,22.8,0,0,1017,0,0,0.8,0,3,654.4,176,9,61,0,0,0,0,0,97.2,"kynurenine 3-monooxygenase [EC:1.14.13.9]"
"ko:K13243",0,0,294.26,16.4,105,250,33,0,34,8,25.43,581.71,84.57,60,268.43,0,97.2,0,81,0,96.95,"c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]"
"ko:K10531",0,948,79.33,2,0,49,0,149,0,84,0,577,0,10.67,10,4,25,0,0,0,96.9,"L-ornithine N5-monooxygenase [EC:1.14.13.195 1.14.13.196]"
"ko:K08092",0,0,106,0,1219,17,0,0,32,0,9.43,47.71,210.57,0,3.43,171,41,0,76.8,0,96.697,"3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130]"
"ko:K02334",856.06,4,0,0,283.07,0,0,0,1,0,30.5,143.19,48.29,0,0.8,20,15.6,1.8,510.6,0,95.7455,"DNA polymerase bacteriophage-type [EC:2.7.7.7]"
"ko:K18765",40.29,0,7.14,0,105,204.7,99,873,10.14,0,9.86,373.85,56.14,127.71,5.03,0,0,0,1,0,95.643,"RNase E specificity factor CsrD"
"ko:K12507",0,0,13.82,1.5,1219,2,0,0,11.86,6.82,17.43,134.42,210.57,5.07,22.28,6.83,34.2,24.33,202,0,95.6065,"acyl-CoA synthetase [EC:6.2.1.-]"
"ko:K06992",0,0,232.83,0.5,0,90,0,0,18.25,8,0,789.5,13,39,242.75,0,379.5,14.5,80,0,95.3915,"uncharacterized protein"
"ko:K16839",40.29,0,205.83,15,0,316,132,0,27.14,8,6,671.36,55,54,207,0,88,0,80,0,95.281,"FAD-dependent urate hydroxylase [EC:1.14.13.113]"
"ko:K04782",0,0,265.6,24.57,18.5,133,0,0,17,8,10.33,398,345.67,30,308.5,1,256.2,9,80,0,95.2685,"isochorismate pyruvate lyase [EC:4.2.99.21]"
"ko:K17736",40.29,0,20.14,0,105,273,99,149,18.14,18,12.86,972.1,50.14,127.71,14.43,0,0,0,4.75,0,95.228,"AraC family transcriptional regulator, carnitine catabolism transcriptional activator"
"ko:K06370",1.38,1.88,24.2,0,0,453,0,0,68,0,44,809.22,298.83,1.5,44.58,14.95,128.02,6.4,3.25,0,94.9605,"morphogenetic protein associated with SpoVID"
"ko:K00038",0,29,110.6,3.4,7,373,0,37,9,0,35.4,349.8,515.74,28,201.8,13,51.47,1.8,127.6,0,94.6805,"3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]"
"ko:K07495",0,0,71.4,0,0,0,0,0,0,0,14.3,725.7,75.7,1000,0,0,0,0,0,0,94.355,"putative transposase"
"ko:K09915",40.29,0,52.24,1.4,105,152.5,99,149,10.14,0,9.86,987.85,56.14,136.71,73.43,0,9.2,0,1,0,94.188,"uncharacterized protein"
"ko:K18828",40.29,632,0.78,0.5,0,261,0,149,11.39,56,0,360.07,22,3.71,24.75,0,291.5,14.5,11,0,93.9245,"tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]"
"ko:K00304",0,0,81.5,0,0,2,0,149,0,0,11,1154,0,4,120,0,329,25,0,0,93.775,"sarcosine oxidase, subunit delta [EC:1.5.3.1]"
"ko:K00305",0,0,81.5,0,0,2,0,149,0,0,11,1154,0,4,120,0,329,25,0,0,93.775,"sarcosine oxidase, subunit gamma [EC:1.5.3.1]"
"ko:K18141",40.29,110,14.28,0,315,228,0,87.5,18.14,18,31.15,585.8,141.35,207.42,21.29,0,0,0,52.75,0,93.5485,"membrane fusion protein, multidrug efflux system"
"ko:K21911",0,0,20,0,0,763.2,0,912,0,0,0,134,11,0,8.6,0,18,0,0,0,93.34,"D-erythrulose 4-phosphate isomerase [EC:5.3.1.34]"
"ko:K00720",0,0,0,0,0,635.2,0,1210,0,0,0,5,0,0,8.6,0,0,0,0,0,92.94,"ceramide glucosyltransferase [EC:2.4.1.80]"
"ko:K05773",0,0,202,5.17,29.18,0,23,0,325.5,0,179.33,4.4,3,0,148.92,66.5,397.6,388.8,84.6,0,92.9,"tungstate transport system permease protein"
"ko:K03819",603.29,0,20.14,0,105,17,99,0,10.14,0,9.86,816.85,39.14,127.71,3.43,0,0,0,1,0,92.628,"putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]"
"ko:K17195",0,0,5.33,0,105,256,128,0,0,16.17,17.43,369.54,777.57,48,31.6,0,19,0,76.8,0,92.522,"D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]"
"ko:K02352",0,29,4,0,1259,0,23,63,0,0,6.4,267.4,184.4,0,0,0,0,0,12,0,92.41,"lactonase [EC:3.1.1.-]"
"ko:K11201",0,110,14.28,0,378,0,163,173,0,0,31.15,513.4,136.35,259.13,15.29,0,0,0,53,0,92.33,"fructose-like PTS system EIIA component [EC:2.7.1.-]"
"ko:K06320",0,0,68.21,7.34,0,635.2,0,912,0,0,10.66,22.64,6.36,0,45.89,2.07,125.07,4.64,0,0,92.004,"spore maturation protein CgeB"
"ko:K11081",0,0,40.33,24,0,0,64,149,0,0,19,0,0,34.67,233,4,1172,100,0,0,92,"2-aminoethylphosphonate transport system substrate-binding protein"
"ko:K19190",0,316,101,2,0,12,0,870,0,28,11,0,0,28,116,4,320,32,0,0,92,"nicotine blue oxidoreductase [EC:1.1.1.328]"
"ko:K21303",0,110,453,0.5,0,0,0,173,1.25,0,0,128,113.5,0,39.08,90.33,311.5,38.83,379,0,91.8995,"UDP-GalNAc:undecaprenyl-phosphate GalNAc-1-phosphate transferase [EC:2.7.8.40]"
