"pathway","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","max_abundance","median_abundance","prevalence","prevalence_pct","description","description_lower","category"
"PWY-822",0,16,5.06,0,2840,813.2,0,873,223,0,7,84,3180,0,1.6,0,5,0,295,0,417.143,3180,6.03,15,75,"fructan biosynthesis","fructan biosynthesis","Biosynthesis"
"PWY-181",398.430273649823,0,305.423010971687,0,1259.25487538672,1563.03331531491,196.659001378707,0,158.761419433449,0,149.495145586828,2817.32834226734,667.618798578837,459.490506859058,252.955359897006,0,0,0,15.9734351582829,0,412.221174224132,2817.32834226734,177.710210406078,15,75,"photorespiration","photorespiration","Respiration"
"PWY-6562",127.25886127197,212.065189068996,320.594583856003,70.4746522009111,0,20.84775114558,348.954837547854,207.712447746252,145.625506781276,175.173900819336,54.7705987590429,2323.9001200758,486.058416054578,59.7248631122927,478.610761090646,281.749163718977,1923.01415185369,78.1909680740847,476.951471079082,0,389.583912212819,2323.9001200758,209.888818407624,21,105,"norspermidine biosynthesis","norspermidine biosynthesis","Biosynthesis"
"PWY-5367",0,1203.52409211494,143.879388926524,7.99857954436253,0,2010.27239365184,0,19.9941870078896,1.59996986778687,111.565576791991,15.9940003092941,3185.75990117715,379.989351599193,224.94502886148,144.220319430227,20.1334905953937,6.13973729340402,1.49997647122999,0,0,373.875799682135,3185.75990117715,20.0638388016417,18,90,"petroselinate biosynthesis","petroselinate biosynthesis","Biosynthesis"
"PWY-6293",0,530.522078741933,531.369661694185,4.94149029138396,189.875382870833,1967.90056489415,122.972760486764,47.3282479624047,11.9376749585819,67.4955095284918,57.2830954773307,1579.05173872443,415.280090852254,125.825150280394,448.209631573489,110.56588979328,869.046409911062,60.6887954060199,52.2713633156971,0,359.628276838134,1967.90056489415,124.398955383579,21,105,"superpathway of L-cysteine biosynthesis (fungi)","superpathway of l-cysteine biosynthesis (fungi)","Biosynthesis"
"PWY-7294",0,0,200.769377629345,0,0,268.506309484516,284.217907011857,0,0,0,0,644.402042257066,0,59.2268885057923,658.32116404007,0,5056.6572835974,0,0,0,358.605048626303,5056.6572835974,0,9,45,"D-xylose degradation IV","d-xylose degradation iv","Degradation"
"PWY-6588",9.92785898326572,29.2028684524786,119.224102797364,1643.34508252902,0,94.5210601615663,0,19.1038070222901,1105.06552535401,205.654159186512,355.808261072673,2126.070832092,412.950492136207,76.885760712325,39.9233776996684,283.776741880395,55.7948216227504,368.368987484872,0,0,347.28118695937,2126.070832092,106.872581479465,19,95,"pyruvate fermentation to acetone","pyruvate fermentation to acetone","Fermentation"
"GLYCOCAT-PWY",232.94367949283,862.379161776703,435.345808179829,1.49960519681279,312.861888148819,629.100449255326,278.185381046495,278.191586435509,76.4654025757321,82.6269380314275,29.4900807196223,1715.46672064296,279.36594014856,320.66920112866,125.34352897329,104.372490134358,852.450664312055,43.4037614924199,201.127017214037,0,343.064465245272,1715.46672064296,278.188483741002,22,110,"glycogen degradation I","glycogen degradation i","Degradation"
"PWY66-367",14.7864700325993,39.252190944657,158.222672131901,7.75550210951989,0,170.012930978668,0,303.899068846374,922.422311664779,271.390564913815,322.434497228219,3372.02628518606,560.421256044337,7.61167639989491,78.424230987765,172.992259802965,110.271358172756,346.322357241689,0,0,342.9122816343,3372.02628518606,164.117801555285,19,95,"ketogenesis","ketogenesis","Other Metabolic Pathways"
"TYRFUMCAT-PWY",0,0,267.055755301912,0,0,125.715736595111,40.1762656817468,198.830368252056,0,63.2481668251599,0,1163.59768860368,168.58822858804,14.7709296722159,523.692772575575,158.746213195856,3741.61481037091,175.506798875651,0,0,332.077186726895,3741.61481037091,94.4819517101355,15,75,"L-tyrosine degradation I","l-tyrosine degradation i","Degradation"
"PWY-8085",0,0,136.326127726779,0,0,0,0,0,0,0,0,0,0,0,568.322402999718,239.156820150225,5176.24814212313,297.619524299577,0,0,320.883650864971,5176.24814212313,0,7,35,"picolinate degradation","picolinate degradation","Degradation"
"PWY-722",0,0,92.3926450319825,0,0,0,0,0,0,0,0,0,0,0,551.305909874541,230.342967726396,5072.58310211404,272.899283729215,0,0,310.976195423809,5072.58310211404,0,7,35,"nicotinate degradation I","nicotinate degradation i","Degradation"
"METHGLYUT-PWY",100.33891423403,142.371246926956,109.375942552977,9.17077260862567,377.203097878954,1818.44024362664,242.250892163575,480.629160078689,25.0989828398476,0,101.754275263184,1611.7127390537,303.406096486327,295.236956142417,213.977849674106,0,145.471694507401,4.98359292782543,4.99814743848341,0,299.321030220187,1818.44024362664,143.921470717178,20,100,"superpathway of methylglyoxal degradation","superpathway of methylglyoxal degradation","Degradation"
"PWY66-373",0,0,3683.46006970367,0,209.473539291517,713.611818573115,127.323135577344,0,0,0,16.8532079608797,315.214627090266,63.0625523414431,70.937717545742,6.85918315052808,531.954184776544,0,163.698549592848,1.99993939654063,0,295.222426250022,3683.46006970367,39.9578801511614,15,75,"sucrose degradation V (sucrose &alpha;-glucosidase)","sucrose degradation v (sucrose &alpha;-glucosidase)","Degradation"
"PWY0-1277",0,0,557.865126392395,0,0,186.080233286327,148.285341357821,0,0,41.517114270773,33.6916405521444,636.110984930748,51.0778211359277,184.518315823938,1090.10185712626,183.962074508699,2103.67495261591,320.767250949778,355.727225680098,0,294.668996931541,2103.67495261591,166.12370793326,16,80,"3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation","3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation","Degradation"
"FUC-RHAMCAT-PWY",17.7632968884434,24.4839054092415,60.4387532275158,0,1475.60952786872,0,294.251982179278,26.7484789871029,82.2731748361687,0,113.657318518483,1378.55293200376,1004.85747415699,75.9566694793122,272.462341501621,8.34382906806654,0,12.8028163888931,975.527642653257,0,291.186507158342,1475.60952786872,68.197711353414,18,90,"superpathway of fucose and rhamnose degradation","superpathway of fucose and rhamnose degradation","Degradation"
"PWY-6531",0,25.6020174755816,162.749825047333,44.8657953501906,136.681073314452,2413.3892147532,0,317.714529223385,0,0,35.4900615651053,0,10.3323113638419,0,466.499214864773,16.3008596910289,1805.40280439838,169.875682545816,0,0,280.245169479654,2413.3892147532,30.5460395203434,15,75,"mannitol cycle","mannitol cycle","Other Metabolic Pathways"
"ORNDEG-PWY",0,0,350.565668611344,0,387.691138554813,405.038675532637,193.410173857051,0,36.7590860569715,0,32.1057419783961,2903.07263605822,123.975074753488,264.606952861404,371.311411293962,0.999926444302891,174.957603511089,0,159.0638826928,0,270.177898610324,2903.07263605822,141.519478723144,16,80,"superpathway of ornithine degradation","superpathway of ornithine degradation","Degradation"
"PWY-801",0,461.969697748535,374.677378016679,2.99982228119854,238.112242364043,1546.27544721383,95.6292989018945,29.0769230769231,7.1947161618787,41.9471567073236,35.961738794648,1163.85390040851,297.553695759195,106.83615183821,287.72807414793,71.8678793022376,528.407553218514,37.3680881719764,31.4724005397228,0,267.946608232663,1546.27544721383,101.232725370052,21,105,"homocysteine and cysteine interconversion","homocysteine and cysteine interconversion","Sulfur Metabolism"
"PWY-7052",1018.83,20.2477294509607,358.870905629396,993.089245850723,7.16969059145443,0,51.3292682926829,0,802.668356367357,116.82,366.806799132524,200.337943883847,317.355691448202,75.7034676908976,224.958584789318,189.624087591241,249.368207646681,220.988918137617,129.08147354894,0,267.162518502592,1018.83,210.663431010732,20,100,"cyanophycin metabolism","cyanophycin metabolism","Other Metabolic Pathways"
"LPSSYN-PWY",0,0,0,0,750.662328724666,2934.05971780593,539.407179200269,0,0,0,75.1278498673197,408.085671301944,173.821943490889,232.838075740618,12.853766363372,0,0,0,8.98916347542802,0,256.792284798522,2934.05971780593,4.49458173771401,12,60,"superpathway of lipopolysaccharide biosynthesis","superpathway of lipopolysaccharide biosynthesis","Biosynthesis"
"P441-PWY",333.405175722168,0,60.0804485575218,0,860.570140683502,0,483.179737839867,0,0,0,82.7771238832806,1881.29622769052,324.890619793681,596.304956422999,12.0545185298895,0,0,0,101.072516450249,0,236.781573278684,1881.29622769052,36.0674835437057,13,65,"superpathway of N-acetylneuraminate degradation","superpathway of n-acetylneuraminate degradation","Degradation"
"DHGLUCONATE-PYR-CAT-PWY",59.20938042674,0,354.5955683857,0,155.645412294723,1345.85853598301,156.337355861191,0,20.0135960958912,13.1967312804415,3.35957110894227,1348.84343395038,53.6785806819629,155.990850089727,345.898138403675,2.48865959756339,205.202743254871,144.312867430003,26.1195825794216,0,219.537550371212,1348.84343395038,101.761123928372,19,95,"glucose degradation (oxidative)","glucose degradation (oxidative)","Degradation"
"PWY-7090",571.616536142491,25.3161748295611,362.006565735477,953.593183149658,89.0392830131552,0,0,0,825.85356327545,137.68449952315,262.536608875557,147.629566574727,16.0112425233044,68.1860204521849,58.7106170805515,193.471928382395,153.648474047771,345.833950252231,11.8404625691175,0,211.148933821339,953.593183149658,142.657033048938,19,95,"UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis","udp-2,3-diacetamido-2,3-dideoxy-&alpha;-d-mannuronate biosynthesis","Biosynthesis"
"PWY-561",0,0,673.168321468565,257.105520620238,0,10.9887656167445,0,0,0,0,0,0,199.457692314147,204.646508872039,463.695809292583,563.194951551807,1551.688621211,75.3803368113763,0,0,199.966326387925,1551.688621211,5.49438280837224,12,60,"superpathway of glyoxylate cycle and fatty acid degradation","superpathway of glyoxylate cycle and fatty acid degradation","Degradation"
"P105-PWY",0,966.905186516478,581.333695136332,164.84136303875,0,41.9129076281118,0,0,0,97.2842852260585,0,0,174.858907672488,132.655455338264,298.730917747542,382.16502705739,1016.70573107086,48.6496977901745,0,0,195.302158711123,1016.70573107086,72.9669915081165,14,70,"TCA cycle IV (2-oxoglutarate decarboxylase)","tca cycle iv (2-oxoglutarate decarboxylase)","Energy Metabolism"
"GLYCOL-GLYOXDEG-PWY",58.0066081515248,101.785683824696,50.079089329526,0,307.757114211547,1445.80298049935,96.1865034743439,0,19.2511764172651,0,62.1351061440649,1105.10189624127,256.731635351495,49.6401496240319,120.173469000474,0,111.439268735259,3.63399898166145,3.99170544130755,0,189.585819271391,1445.80298049935,60.0708571477949,18,90,"superpathway of glycol metabolism and degradation","superpathway of glycol metabolism and degradation","Degradation"
"PWY-6307",0,0,222.714281100836,0,8.99734624695433,11.9075863726036,0,0,92.0521274310961,0,184.613859627296,1436.64199064028,1145.25237087061,144.870305356171,0,0,121.747039962979,0,266.1294692411,0,181.746318842496,1436.64199064028,10.4524663097789,13,65,"L-tryptophan degradation X (mammalian, via tryptamine)","l-tryptophan degradation x (mammalian, via tryptamine)","Degradation"
"NADSYN-PWY",0,0,74.393503804104,0,0,1432.15853457419,0,0,2.1326674753123,0,11.5090265465587,1366.29737905288,379.770884218856,26.5735704875349,213.914140000464,0,0,0,0,0,175.337485307995,1432.15853457419,0,10,50,"NAD de novo biosynthesis II (from tryptophan)","nad de novo biosynthesis ii (from tryptophan)","Biosynthesis"
"AST-PWY",50.3220961672907,0,216.477248363198,18.7416207358856,129.49803334791,337.197774555633,242.28193807664,165.555555555556,14.9864924324994,9.99625503230035,12.3193135099674,1433.84719967271,84.6984022220657,195.215097870534,242.752276855534,0,109.813386798273,0,100.949389707499,0,168.232604045175,1433.84719967271,105.381388252886,19,95,"L-arginine degradation II (AST pathway)","l-arginine degradation ii (ast pathway)","Degradation"
"PWY-6873",0,0,74.9855545970777,38.3568872457547,0,1840.78522784025,0,61.0358718483205,0,0,47.9015431429346,0,0,0,557.41073462554,0,300.622161595292,181.101421581447,0,0,155.109970123831,1840.78522784025,0,10,50,"long chain fatty acid ester synthesis (engineered)","long chain fatty acid ester synthesis (engineered)","Biosynthesis"
"PWY-3661",133.517008666331,9.80357699181331,49.1891793077459,0,421.304446524709,0,0,0,0,0,52.3959680246278,198.182534412366,9.97905770842577,0,532.333309268265,49.6381157829152,1454.76539848234,122.130550720383,0,0,151.661957294496,1454.76539848234,29.5841185080858,14,70,"glycine betaine degradation I","glycine betaine degradation i","Degradation"
"PWY-5179",0,0,418.200755112583,0,0,251.198529974013,0,0,48.5253333461297,22.8373907478386,17.91708795412,819.391277082345,73.3320639792813,66.4195606855334,545.204864567709,6.97815023783848,319.057236601639,70.9692270860149,223.762246862971,0,144.189686211901,819.391277082345,57.4724470158315,16,80,"toluene degradation V (aerobic) (via toluene-cis-diol)","toluene degradation v (aerobic) (via toluene-cis-diol)","Degradation"
"PWY-6961",0,0,69.8369848705694,0,1852.78307757903,28.3225069060618,0,0,33.1909577309809,0,19.0679322394633,109.337567100534,476.4538035631,0,8.05395117073097,14.4377468699213,0,0,134.32938209112,0,137.290695506076,1852.78307757903,11.2458490203261,13,65,"L-ascorbate degradation II (bacterial, aerobic)","l-ascorbate degradation ii (bacterial, aerobic)","Degradation"
"PWY-7399",0,0,197.910954146106,53.0486712451478,276.409065392041,27.5602409638554,0,0,67.4933684275462,0,48.0727279829564,396.26886875258,108.570380571871,71.56675596815,289.1236207105,189.190677188475,703.235917518822,262.11520908771,40.4731977818854,0,136.551982786882,703.235917518822,69.5300621978481,17,85,"methylphosphonate degradation II","methylphosphonate degradation ii","Degradation"
"PWY-6383",0,598.15852216225,341.965347138848,94.6622760910578,0,23.9862592146141,0,0,7.99723555862797,55.7852426378713,0,193.023155151784,102.015991552308,76.4155615969072,172.09825527485,302.79613568198,577.692149059303,27.9868276352332,57.8677040006262,0,131.622533137813,598.15852216225,67.1416327987667,17,85,"mono-trans, poly-cis decaprenyl phosphate biosynthesis","mono-trans, poly-cis decaprenyl phosphate biosynthesis","Biosynthesis"
"ARGDEG-PWY",0,0,75.8013413582995,0,0,172.968819993719,213.74542168588,0,0,0,5.82505341623946,1801.8585509654,83.4019808027105,275.164269116058,0,0,0,0,0,0,131.438271866915,1801.8585509654,0,9,45,"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation","superpathway of l-arginine, putrescine, and 4-aminobutanoate degradation","Degradation"
"ORNARGDEG-PWY",0,0,75.8013413582995,0,0,172.968819993719,213.74542168588,0,0,0,5.82505341623946,1801.8585509654,83.4019808027105,275.164269116058,0,0,0,0,0,0,131.438271866915,1801.8585509654,0,9,45,"superpathway of L-arginine and L-ornithine degradation","superpathway of l-arginine and l-ornithine degradation","Degradation"
"PWY-7820",0,3.18797071278155,652.261994363775,0.797680948139217,0,0,0,239.720643931835,1.99906024630467,0,0,198.99318519857,165.652885942296,0,61.9587586295006,129.746072037038,494.63244357057,60.7733197280864,584.742240590887,0,129.723312794989,652.261994363775,31.980645220434,15,75,"teichuronic acid biosynthesis (B. subtilis 168)","teichuronic acid biosynthesis (b. subtilis 168)","Biosynthesis"
"PWY-8020",0,0,41.892175066914,5.16129032258065,0,0,146.749222917949,210.352941176471,0,0,0,2.9967789851112,0,0,69.0786922722307,209.505288706007,1860.54663083149,47.0909090909091,0,0,129.668696468483,1860.54663083149,1.4983894925556,12,60,"D-xylose degradation V","d-xylose degradation v","Degradation"
"PWY-7855",0,0,66.8610744706456,28.8791208791209,0,0,0,149,0,0,28.0266322279164,0,0,0,324.823653180124,0,1653.77487945464,131.80286058295,0,0,119.15841103977,1653.77487945464,0,9,45,"ectoine degradation","ectoine degradation","Degradation"
"PWY-6565",0,219.053978431319,37.2838576465362,0,0,5.58893164315952,0,253.94614680976,0,0,0,1394.16372378296,305.77295903519,0,0,0,0,0,129.181703224149,0,117.249565028654,1394.16372378296,0,9,45,"superpathway of polyamine biosynthesis III","superpathway of polyamine biosynthesis iii","Biosynthesis"
"PWY-5651",0,0,46.9311602647698,0,0,968.973719877359,0,0,1.3329627247558,0,7.19672313900103,909.072263806358,243.354766757357,16.6616559561617,134.557138919114,0,0,0,0,0,116.404019572244,968.973719877359,0,10,50,"L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde","l-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde","Degradation"
"PWY-7858",0,0,407.218914482957,141.655331438045,0,5.99807952430218,0,0,0,0,0,0,115.509769963302,114.137951422464,257.156180794873,315.137673406231,875.90895354327,41.7937501969987,0,0,113.725830238622,875.90895354327,2.99903976215109,12,60,"(5Z)-dodecenoate biosynthesis II","(5z)-dodecenoate biosynthesis ii","Biosynthesis"
"PWY66-391",0,0,405.969974568794,141.927670046426,0,5.99797161526956,0,0,0,0,0,0,113.026999589017,114.901821708417,257.709501317303,314.595889951181,869.875169044064,41.6347225851203,0,0,113.28198602128,869.875169044064,2.99898580763478,12,60,"fatty acid &beta;-oxidation VI (mammalian peroxisome)","fatty acid &beta;-oxidation vi (mammalian peroxisome)","Other Metabolic Pathways"
"HCAMHPDEG-PWY",0,0,229.746837756919,0,0,71.2400718333638,82.9830508474576,0,0,11.8826405867971,8.49951514057398,223.70215691767,17.4798697248978,111.124591151911,527.072898789412,48.540456210618,581.202760675151,93.9558444063557,104.942412608608,0,105.618655332487,581.202760675151,59.8902640219909,16,80,"3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate","3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate","Degradation"
"PWY-6690",0,0,229.746837756919,0,0,71.2400718333638,82.9830508474576,0,0,11.8826405867971,8.49951514057398,223.70215691767,17.4798697248978,111.124591151911,527.072898789412,48.540456210618,581.202760675151,93.9558444063557,104.942412608608,0,105.618655332487,581.202760675151,59.8902640219909,16,80,"cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate","cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate","Degradation"
"PWY-7072",0,0,0,0,0,835.777319126325,0,1199.62922636103,0,0,0,0,0,0,13.6481961404918,0,0,0,0,0,102.452737081392,1199.62922636103,0,5,25,"hopanoid biosynthesis (bacteria)","hopanoid biosynthesis (bacteria)","Biosynthesis"
"PWY-6263",0,764.349912089704,454.303911565409,12.4693935141052,32.1819895176072,26.6449153059482,0,0,0,82.4011550489632,46.6932385499838,13.1759770768102,0,0,87.2371117495351,0,283.542357891382,12.7885149705997,83.0791637025086,0,94.9433820491278,764.349912089704,19.9104461913792,15,75,"superpathway of menaquinol-8 biosynthesis II","superpathway of menaquinol-8 biosynthesis ii","Biosynthesis"
"PWY-7992",0,742.711590410398,434.013112760109,11.7340848382224,30.0635508146195,26.6350832308044,0,0,0,74.1484664736309,41.8663674816451,13.7883610816713,0,0,79.0904506817746,0,263.739218815627,11.7287154850671,74.210073798439,0,90.1864537936004,742.711590410398,20.2117221562378,15,75,"superpathway of menaquinol-8 biosynthesis III","superpathway of menaquinol-8 biosynthesis iii","Biosynthesis"
"PWY-5910",0,488.413609889223,138.705117231649,0,0,0,98.086598428756,318.267464572847,0,0,0,34.939739609369,101.944751288888,0,39.8134132476679,0,224.626333791419,0,224.107327701176,0,83.4452177880497,488.413609889223,17.4698698046845,12,60,"superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","superpathway of geranylgeranyldiphosphate biosynthesis i (via mevalonate)","Biosynthesis"
"PWY-6676",0,0,233.379405705384,2.79965333884658,0,0,0,0,0,52.106152535716,0,0,0,0,161.877021006761,38.7199592318439,744.345240081037,359.749790581431,0,0,79.6488611240509,744.345240081037,0,9,45,"superpathway of sulfide oxidation (phototrophic sulfur bacteria)","superpathway of sulfide oxidation (phototrophic sulfur bacteria)","Sulfur Metabolism"
"PWY-7942",0,0,394.815128504188,0,0,759.509902097646,0,0,0,0,19.6125958106089,89.649339773715,0,17.6149732620321,238.431610859258,13.3625524157622,38.8241326460218,20.5910857614924,0,0,79.6205660565362,759.509902097646,6.68127620788108,12,60,"5-oxo-L-proline metabolism","5-oxo-l-proline metabolism","Other Metabolic Pathways"
"LIPA-CORESYN-PWY",0,0,0,0,199.238798013563,1047.04894492235,126.008750607681,0,0,0,16.8322026416869,97.0420079023686,45.6144770342801,54.9981329624227,2.85942005676667,0,0,0,1.99941486248016,0,79.5821074501798,1047.04894492235,0.99970743124008,12,60,"lipid A-core biosynthesis (E. coli K-12)","lipid a-core biosynthesis (e. coli k-12)","Biosynthesis"
"GALLATE-DEGRADATION-II-PWY",0,0,29.2963685885828,3.57703689456894,0,203.22782759972,107.876567563759,179.58940397351,2.47833484107077,0,0,265.522554224836,19.650599343086,36.9159941791242,110.832484066896,0,573.856703714454,27.8385411027714,0,0,78.033120804619,573.856703714454,23.7445702229287,15,75,"gallate degradation I","gallate degradation i","Degradation"
"PWY-5742",0,0,57.1489468183758,2.21782178217822,0,0,0,0,0,0,10.1641337386018,667.337714259455,0,0,189.028071981097,0,581.842028936024,44.058193690882,0,0,77.5898455603307,667.337714259455,0,9,45,"L-arginine degradation IX (arginine:pyruvate transaminase pathway)","l-arginine degradation ix (arginine:pyruvate transaminase pathway)","Degradation"
"CRNFORCAT-PWY",0,0,49.6002519827227,0,148.459934818127,0,0,0,0,0,17.0513353684375,1131.08220360639,0,0,43.4357209021774,0,67.1580898737404,5.36951200834414,58.5449095192904,0,76.0350979039617,1131.08220360639,0,10,50,"creatinine degradation I","creatinine degradation i","Degradation"
"PWY-6837",0,0,270.621512982534,94.4650266745702,0,3.99783725331171,0,0,0,0,0,0,67.1604903078677,76.3124916256395,171.112908941189,208.499143168718,577.514192088656,27.2313725490196,0,0,74.8457487795753,577.514192088656,1.99891862665585,12,60,"fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)","fatty acid &beta;-oxidation v (unsaturated, odd number, di-isomerase-dependent)","Other Metabolic Pathways"
"PWY-7039",81.7330430315259,65.1946755407654,7.99320858350153,45.8745628075168,99.2980693817555,29.8758963044677,71.3872340425532,155.391725676242,73.3742112632517,53.7278581427905,21.9549462333562,110.294332004585,60.5772333432925,51.5285913528591,83.5605069119257,49.8041826584162,73.8095966620306,29.2924528301887,49.8196052963885,96.3647199046484,65.542832598603,155.391725676242,65.3687540696842,23,115,"phosphatidate metabolism, as a signaling molecule","phosphatidate metabolism, as a signaling molecule","Other Metabolic Pathways"
"PWY1G-0",0,322.210167384221,173.667049756077,69.2498531377617,0,12,0,0,0,41.9226453839152,0,0,51.4214864075963,45.2903364882408,108.266934020094,134.802063730044,305.365001463101,21.2368446936166,0,0,64.2716191232333,322.210167384221,31.5797450387659,14,70,"mycothiol biosynthesis","mycothiol biosynthesis","Biosynthesis"
"PWY-4702",0,0,0,15,81.2612297807586,735.84110441903,49.2461538461538,19.7734994337486,1.48299817184644,0,8.20937309799148,214.325289203722,67.1971822047344,13.0909090909091,16.2435862813935,0,0,0,0,0,61.0835662765144,735.84110441903,10.6501410944503,14,70,"phytate degradation I","phytate degradation i","Degradation"
"PWY-5507",0,0,0,0,0,0,0,0,0,0,791.838592936705,418.521116555845,0,0,0,0,0,0,0,0,60.5179854746275,791.838592936705,0,4,20,"adenosylcobalamin biosynthesis I (anaerobic)","adenosylcobalamin biosynthesis i (anaerobic)","Fermentation"
"PWY-922",0,350.407843883379,97.5638149351838,0,0,0,68.9227063939555,239.334346084733,0,0,0,24.4695104210475,71.4801753531015,0,27.8877356151345,0,157.551106547954,0,157.33278277114,0,59.7475011002815,350.407843883379,12.2347552105238,12,60,"mevalonate pathway I (eukaryotes and bacteria)","mevalonate pathway i (eukaryotes and bacteria)","Other Metabolic Pathways"
"PWY-4321",0,0,380.405156017814,1.28564848122134,0,0,106.596996345273,0,0,0,19.6818523877671,0,0,0,74.3986513797425,0,480.110416412495,97.2079803362565,0,0,57.9843350680285,480.110416412495,0,9,45,"L-glutamate degradation IV","l-glutamate degradation iv","Degradation"
"PWY-6501",0,0,120.601451000714,0,0,0,28.4203821656051,210.352941176471,0,0,0,739.517034214961,7.81900038231432,0,34.5756037787843,8.75735099433025,0,0,0,0,57.502188185659,739.517034214961,0,9,45,"D-glucuronate degradation II","d-glucuronate degradation ii","Degradation"
"PWY-6328",0,0,52.6848316765924,0,139.417844837828,0,19.9597968894963,0,0,0,11.8049305246524,830.761030979251,44.8986908747639,7.29951702180667,20.5311728024746,0,0,0,1.33328425020615,0,56.4345549928536,830.761030979251,0.666642125103075,12,60,"L-lysine degradation X","l-lysine degradation x","Degradation"
"PWY-1541",0,0,169.574145386617,9.69414732098388,0,0,0,0,0,0,3.94842281608391,0,0,0,147.317112648281,51.6241260990311,453.357250561962,253.010032292454,0,0,54.4262618562706,453.357250561962,0,9,45,"superpathway of taurine degradation","superpathway of taurine degradation","Degradation"
"PWY-5182",0,532.308360625798,0,0,0,36.1560832234529,0,0,0,63.5455272926627,0,0,0,0,105.702863905672,16.2470135393376,135.873651517107,123.496007111822,0,0,50.6664753607926,532.308360625798,0,9,45,"toluene degradation II (aerobic) (via 4-methylcatechol)","toluene degradation ii (aerobic) (via 4-methylcatechol)","Degradation"
"GALLATE-DEGRADATION-I-PWY",0,0,20.1114336643748,2.45391849529781,0,167.262931034483,77.1676956028726,0,1.65909090909091,0,0,194.240700218818,14.5955006616674,26.7826086956522,81.9793672398911,0,391.900407588336,18.9111445783133,0,0,49.8532399344399,391.900407588336,8.5247095784826,14,70,"gallate degradation II","gallate degradation ii","Degradation"
"PWY-7900",0,437.045857432328,224.535482240177,0,0,40.1067490569611,0,0,0,39.4816990417036,0,0,140.57129594945,31.3498726596,7.90311156022507,19.4860588942661,0,0,1.97599103687321,0,47.1228058935792,437.045857432328,0.987995518436604,12,60,"glycogen biosynthesis III (from &alpha;-maltose 1-phosphate)","glycogen biosynthesis iii (from &alpha;-maltose 1-phosphate)","Biosynthesis"
"PWY-7373",0,398.959797272318,189.661466528852,5.6781505801925,14.9927294884929,13.3305182795517,0,0,0,36.9818319989509,20.8985619356178,6.90115988280517,0,0,39.6385340046604,0,131.419500356403,5.86670448146611,37.1883456218119,0,45.0758650215561,398.959797272318,10.1158390811784,15,75,"superpathway of demethylmenaquinol-6 biosynthesis II","superpathway of demethylmenaquinol-6 biosynthesis ii","Biosynthesis"
"PWY-7268",0,0,159.775721695216,49.3934901720208,0,0,0,0,0,0,0,0,15.4996526834253,11.9771493359729,85.244312371857,13.4936355735649,536.701502235543,20.9564694758299,0,0,44.6520966771715,536.701502235543,0,10,50,"cytosolic NADPH production (yeast)","cytosolic nadph production (yeast)","Other Metabolic Pathways"
"PWY-8055",100.441031795122,0,0,0,0,60.9999593847958,86.9071277667442,0,44.9422839281187,44.8761573441539,7.49689678112581,449.962155395348,41.5168914629627,0,32.4609536212435,0,0,0,9.37159097362432,0,43.9487524226619,449.962155395348,8.43424387737507,13,65,"palmitoyl ethanolamide biosynthesis","palmitoyl ethanolamide biosynthesis","Biosynthesis"
"PWY-7374",0,359.337142857143,205.060638355136,5.24197494666027,13.4657947039178,11.1111111111111,0,0,0,34.6582126614771,19.5372062591344,5.49479762324474,0,0,36.5298728708099,0,118.939420856066,5.33901649284309,34.7312342528269,0,42.4723211495185,359.337142857143,8.30295436717792,15,75,"1,4-dihydroxy-6-naphthoate biosynthesis I","1,4-dihydroxy-6-naphthoate biosynthesis i","Biosynthesis"
"PWY-6992",0,0,32.0576396516791,0,0,37.3284354252598,0,0,0,0,18.3196764433403,0,14.696555379725,0,190.793177954594,0,512.331681074529,41.9092898837866,0,0,42.3718227906457,512.331681074529,0,9,45,"1,5-anhydrofructose degradation","1,5-anhydrofructose degradation","Degradation"
